account_id,customer_id,account_type,balance,open_date,status
A5093,C5093,Current,354012,2019-05-27,Inactive
A5094,C5094,Savings,438087,2020-09-09,Inactive
A5095,C5095,Current,228595,2020-08-14,Inactive
A5096,C5096,Current,310197,2021-01-26,Inactive
A5097,C5097,Savings,394928,2018-09-30,Active
A5098,C5098,Savings,259307,2023-03-07,Active
A5099,C5099,Current,49612,2020-08-06,Inactive
A5100,C5100,Current,271423,2018-10-22,Inactive
A5101,C5101,Savings,404614,2022-12-22,Inactive
A5102,C5102,Current,56600,2018-01-07,Inactive
A5103,C5103,Savings,156851,2021-04-22,Active
A5104,C5104,Savings,221313,2018-09-24,Active
A5105,C5105,Current,76485,2020-05-01,Active
A5106,C5106,Savings,7872,2023-05-08,Active
A5107,C5107,Current,369424,2022-08-27,Inactive
A5108,C5108,Savings,104767,2019-06-12,Inactive
A5109,C5109,Current,145377,2021-03-29,Active
A5110,C5110,Current,350759,2020-06-25,Active
A5111,C5111,Savings,422993,2019-06-21,Active
A5112,C5112,Savings,147706,2022-11-04,Inactive
A5113,C5113,Current,383585,2018-08-22,Active
A5114,C5114,Current,66229,2023-04-15,Inactive
A5115,C5115,Savings,274708,2018-10-12,Inactive
A5116,C5116,Current,149092,2019-10-09,Active
A5117,C5117,Current,71267,2023-03-24,Inactive
A5118,C5118,Savings,100434,2021-06-19,Active
A5119,C5119,Savings,464753,2020-10-23,Active
A5120,C5120,Current,208351,2022-08-25,Active
A5121,C5121,Savings,267746,2022-08-18,Active
A5122,C5122,Current,290984,2023-03-25,Active
A5123,C5123,Savings,46265,2022-10-22,Inactive
A5124,C5124,Current,195512,2018-12-14,Inactive
A5125,C5125,Current,287940,2023-05-26,Active
A5126,C5126,Current,289146,2019-03-06,Active
A5127,C5127,Savings,190560,2019-08-08,Inactive
A5128,C5128,Savings,301861,2021-04-03,Active
A5129,C5129,Current,40372,2019-08-20,Inactive
A5130,C5130,Savings,45596,2021-06-12,Active
A5131,C5131,Savings,479765,2018-08-25,Active
A5132,C5132,Savings,263193,2022-07-29,Inactive
A5133,C5133,Savings,249789,2021-06-09,Active
A5134,C5134,Current,175514,2022-07-02,Inactive
A5135,C5135,Savings,149991,2023-04-03,Active
A5136,C5136,Current,227036,2019-07-09,Active
A5137,C5137,Current,153527,2019-05-08,Active
A5138,C5138,Savings,257273,2020-03-03,Inactive
A5139,C5139,Savings,90639,2022-02-14,Inactive
A5140,C5140,Savings,184577,2018-09-12,Inactive
A5141,C5141,Current,359248,2022-07-12,Inactive
A5142,C5142,Savings,30906,2021-11-29,Inactive
A5143,C5143,Current,480238,2022-04-28,Inactive
A5144,C5144,Current,161534,2022-04-27,Inactive
A5145,C5145,Savings,64352,2019-08-06,Active
A5146,C5146,Current,209199,2022-03-01,Inactive
A5147,C5147,Savings,117486,2022-03-26,Inactive
A5148,C5148,Current,107529,2021-07-08,Active
A5149,C5149,Current,360544,2023-03-21,Inactive
A5150,C5150,Current,159632,2021-02-09,Inactive
A5151,C5151,Savings,498376,2018-09-25,Active
A5152,C5152,Savings,205464,2018-11-30,Active
A5153,C5153,Current,146009,2021-10-19,Inactive
A5154,C5154,Current,121991,2019-07-26,Active
A5155,C5155,Current,451924,2020-04-04,Active
A5156,C5156,Savings,474700,2020-09-21,Inactive
A5157,C5157,Savings,475256,2021-10-24,Inactive
A5158,C5158,Savings,280925,2022-05-25,Active
A5159,C5159,Savings,135710,2019-01-02,Inactive
A5160,C5160,Savings,453109,2019-03-28,Active
A5161,C5161,Current,28092,2022-12-23,Active
A5162,C5162,Current,179395,2021-09-29,Active
A5163,C5163,Savings,188626,2018-07-08,Active
A5164,C5164,Savings,30547,2020-01-07,Inactive
A5165,C5165,Savings,45802,2018-09-22,Inactive
A5166,C5166,Current,427940,2018-09-08,Active
A5167,C5167,Current,340442,2021-10-28,Active
A5168,C5168,Savings,262735,2023-05-19,Active
A5169,C5169,Current,411643,2018-09-06,Inactive
A5170,C5170,Current,463824,2021-08-05,Active
A5171,C5171,Savings,81923,2023-02-24,Inactive
A5172,C5172,Savings,335679,2018-12-30,Inactive
A5173,C5173,Savings,22423,2018-10-26,Active
A5174,C5174,Current,12729,2019-07-15,Inactive
A5175,C5175,Current,266379,2020-02-22,Inactive
A5176,C5176,Current,393800,2018-01-12,Inactive
A5177,C5177,Savings,32874,2023-04-30,Active
A5178,C5178,Current,8856,2022-11-11,Active
A5179,C5179,Current,266904,2019-05-06,Inactive
A5180,C5180,Savings,55534,2023-01-16,Inactive
A5181,C5181,Savings,13435,2020-12-05,Active
A5182,C5182,Savings,409869,2021-12-22,Active
A5183,C5183,Savings,66910,2018-08-25,Active
A5184,C5184,Savings,94431,2018-02-08,Inactive
A5185,C5185,Savings,188528,2020-02-17,Active
A5186,C5186,Current,230113,2019-07-31,Inactive
A5187,C5187,Current,101994,2020-07-12,Active
A5188,C5188,Current,244643,2022-04-08,Active
A5189,C5189,Current,435785,2018-10-01,Inactive
A5190,C5190,Current,316860,2022-04-24,Active
A5191,C5191,Current,200607,2018-11-17,Inactive
A5192,C5192,Savings,264510,2018-02-25,Active
A5193,C5193,Current,303578,2022-12-05,Active
A5194,C5194,Current,99076,2021-05-20,Inactive
A5195,C5195,Current,95860,2018-02-01,Active
A5196,C5196,Savings,138884,2018-10-07,Active
A5197,C5197,Current,269675,2022-03-12,Inactive
A5198,C5198,Savings,102217,2023-03-12,Inactive
A5199,C5199,Savings,479809,2022-12-19,Inactive
A5200,C5200,Savings,9632,2018-03-08,Inactive
A5201,C5201,Current,427429,2021-02-14,Inactive
A5202,C5202,Savings,333875,2021-09-11,Inactive
A5203,C5203,Savings,171725,2018-12-09,Active
A5204,C5204,Savings,16253,2018-06-24,Inactive
A5205,C5205,Current,118707,2022-05-09,Inactive
A5206,C5206,Savings,69818,2020-05-20,Inactive
A5207,C5207,Savings,270577,2019-03-21,Active
A5208,C5208,Savings,312982,2021-11-04,Inactive
A5209,C5209,Current,328022,2018-06-12,Inactive
A5210,C5210,Savings,210411,2019-01-04,Active
A5211,C5211,Savings,58388,2022-08-25,Inactive
A5212,C5212,Savings,78593,2018-01-23,Inactive
A5213,C5213,Savings,298269,2020-04-17,Inactive
A5214,C5214,Savings,252673,2018-03-15,Active
A5215,C5215,Current,407998,2022-07-25,Inactive
A5216,C5216,Savings,275381,2023-01-11,Active
A5217,C5217,Savings,275618,2022-05-21,Active
A5218,C5218,Savings,449197,2021-03-04,Inactive
A5219,C5219,Current,480956,2018-01-24,Inactive
A5220,C5220,Savings,391259,2019-10-17,Active
A5221,C5221,Current,134544,2022-10-26,Inactive
A5222,C5222,Current,376834,2022-10-28,Inactive
A5223,C5223,Savings,420896,2023-04-25,Inactive
A5224,C5224,Savings,138832,2019-11-01,Inactive
A5225,C5225,Savings,393895,2021-06-14,Inactive
A5226,C5226,Current,223291,2022-01-24,Active
A5227,C5227,Current,466110,2022-09-09,Inactive
A5228,C5228,Current,383060,2021-01-14,Inactive
A5229,C5229,Savings,302071,2019-03-07,Inactive
A5230,C5230,Current,333463,2022-06-25,Inactive
A5231,C5231,Current,100338,2022-09-02,Inactive
A5232,C5232,Current,249849,2020-03-18,Active
A5233,C5233,Current,447007,2020-08-15,Active
A5234,C5234,Current,359273,2022-04-23,Inactive
A5235,C5235,Savings,396375,2021-07-01,Inactive
A5236,C5236,Savings,199398,2022-11-20,Inactive
A5237,C5237,Current,119083,2020-08-23,Active
A5238,C5238,Savings,311663,2019-03-31,Inactive
A5239,C5239,Savings,106989,2020-03-15,Active
A5240,C5240,Savings,486529,2020-03-16,Active
A5241,C5241,Savings,435990,2022-10-30,Active
A5242,C5242,Savings,95955,2020-09-07,Inactive
A5243,C5243,Current,367932,2021-10-07,Active
A5244,C5244,Savings,211344,2018-06-16,Active
A5245,C5245,Savings,174645,2023-03-25,Active
A5246,C5246,Savings,451506,2021-09-08,Active
A5247,C5247,Current,459634,2019-10-29,Active
A5248,C5248,Current,74237,2018-10-13,Active
A5249,C5249,Current,210437,2023-05-25,Inactive
A5250,C5250,Savings,291131,2019-09-23,Inactive
A5251,C5251,Current,27830,2019-04-08,Inactive
A5252,C5252,Current,403805,2021-04-30,Active
A5253,C5253,Savings,382707,2021-05-09,Active
A5254,C5254,Current,97080,2021-01-27,Active
A5255,C5255,Savings,383083,2019-03-29,Inactive
A5256,C5256,Savings,459521,2023-04-10,Inactive
A5257,C5257,Current,223023,2022-11-12,Inactive
A5258,C5258,Savings,123546,2021-07-29,Active
A5259,C5259,Current,488763,2021-01-15,Inactive
A5260,C5260,Savings,334188,2020-09-13,Inactive
A5261,C5261,Savings,333829,2021-04-22,Inactive
A5262,C5262,Current,210669,2018-10-20,Inactive
A5263,C5263,Current,326055,2020-07-04,Active
A5264,C5264,Savings,440500,2020-07-06,Inactive
A5265,C5265,Savings,355187,2018-01-08,Active
A5266,C5266,Savings,432947,2019-05-13,Inactive
A5267,C5267,Savings,463242,2019-08-11,Active
A5268,C5268,Savings,466892,2018-11-06,Inactive
A5269,C5269,Current,382775,2018-07-23,Active
A5270,C5270,Current,495303,2022-01-31,Active
A5271,C5271,Current,365252,2021-10-03,Active
A5272,C5272,Savings,280510,2020-12-22,Inactive
A5273,C5273,Current,433783,2020-02-11,Active
A5274,C5274,Savings,266485,2023-06-04,Active
A5275,C5275,Savings,74778,2019-08-18,Inactive
A5276,C5276,Current,362118,2019-09-14,Inactive
A5277,C5277,Savings,135407,2023-06-17,Inactive
A5278,C5278,Savings,254786,2023-01-06,Inactive
A5279,C5279,Savings,179646,2023-05-20,Active
A5280,C5280,Savings,61647,2018-03-28,Inactive
A5281,C5281,Current,308880,2022-02-11,Inactive
A5282,C5282,Current,239766,2020-08-23,Active
A5283,C5283,Current,340477,2020-03-15,Active
A5284,C5284,Current,276982,2022-03-10,Inactive
A5285,C5285,Savings,134430,2019-04-17,Active
A5286,C5286,Current,125126,2019-05-29,Active
A5287,C5287,Savings,364832,2021-06-06,Active
A5288,C5288,Savings,414027,2023-01-13,Inactive
A5289,C5289,Savings,27479,2018-12-18,Inactive
A5290,C5290,Current,39609,2021-12-10,Inactive
A5291,C5291,Savings,462602,2023-02-08,Inactive
A5292,C5292,Savings,380923,2018-07-24,Inactive
A5293,C5293,Current,406470,2022-03-28,Active
A5294,C5294,Savings,181833,2022-01-22,Active
A5295,C5295,Current,300031,2020-10-30,Inactive
A5296,C5296,Current,380870,2020-08-20,Inactive
A5297,C5297,Current,59928,2020-07-28,Inactive
A5298,C5298,Current,285317,2019-11-08,Active
A5299,C5299,Current,321231,2021-03-28,Active
A5300,C5300,Current,9719,2020-05-10,Inactive
A5301,C5301,Savings,41319,2020-12-22,Active
A5302,C5302,Current,71331,2019-01-15,Active
A5303,C5303,Savings,249829,2020-02-12,Active
A5304,C5304,Savings,294179,2019-08-09,Inactive
A5305,C5305,Current,89194,2021-03-07,Active
A5306,C5306,Current,283782,2019-04-18,Inactive
A5307,C5307,Current,239630,2019-03-18,Inactive
A5308,C5308,Savings,403736,2022-04-14,Active
A5309,C5309,Savings,59451,2023-05-20,Inactive
A5310,C5310,Savings,264360,2021-08-31,Active
A5311,C5311,Current,146648,2021-12-22,Inactive
A5312,C5312,Current,267142,2019-09-14,Active
A5313,C5313,Savings,378961,2022-06-24,Inactive
A5314,C5314,Savings,469693,2018-11-24,Inactive
A5315,C5315,Savings,104095,2020-12-02,Inactive
A5316,C5316,Savings,174735,2022-08-11,Inactive
A5317,C5317,Current,89354,2018-10-03,Inactive
A5318,C5318,Savings,319357,2021-04-05,Inactive
A5319,C5319,Current,9459,2019-07-03,Active
A5320,C5320,Current,75683,2021-08-13,Inactive
A5321,C5321,Savings,76978,2022-05-14,Active
A5322,C5322,Current,96640,2023-03-02,Active
A5323,C5323,Savings,374688,2018-11-22,Inactive
A5324,C5324,Current,470699,2023-06-05,Active
A5325,C5325,Savings,457875,2022-03-26,Active
A5326,C5326,Savings,453656,2018-08-23,Active
A5327,C5327,Current,286254,2022-04-19,Active
A5328,C5328,Savings,494336,2019-05-31,Active
A5329,C5329,Current,273110,2021-11-07,Active
A5330,C5330,Current,388028,2022-03-11,Inactive
A5331,C5331,Current,74390,2022-12-09,Active
A5332,C5332,Savings,346236,2020-08-10,Active
A5333,C5333,Savings,45682,2021-08-21,Inactive
A5334,C5334,Savings,434241,2021-07-18,Inactive
A5335,C5335,Current,238566,2023-04-02,Active
A5336,C5336,Savings,15729,2020-04-29,Inactive
A5337,C5337,Savings,215452,2021-01-20,Active
A5338,C5338,Current,394863,2019-03-07,Inactive
A5339,C5339,Savings,95076,2020-02-10,Inactive
A5340,C5340,Savings,461388,2022-08-19,Active
A5341,C5341,Savings,297937,2018-02-07,Inactive
A5342,C5342,Current,470916,2021-03-08,Active
A5343,C5343,Current,324875,2019-05-23,Inactive
A5344,C5344,Savings,40379,2018-12-25,Active
A5345,C5345,Savings,373583,2022-08-10,Inactive
A5346,C5346,Savings,225879,2023-04-09,Inactive
A5347,C5347,Savings,176221,2018-02-27,Inactive
A5348,C5348,Current,404000,2018-08-28,Active
A5349,C5349,Current,47462,2019-10-10,Inactive
A5350,C5350,Current,303262,2023-05-15,Inactive
A5351,C5351,Current,213768,2018-08-28,Active
A5352,C5352,Savings,260898,2023-01-15,Active
A5353,C5353,Savings,411621,2020-04-30,Inactive
A5354,C5354,Savings,106622,2023-05-02,Inactive
A5355,C5355,Current,257806,2020-11-04,Active
A5356,C5356,Current,313123,2021-01-04,Inactive
A5357,C5357,Current,33583,2022-07-30,Inactive
A5358,C5358,Savings,121630,2019-10-28,Active
A5359,C5359,Savings,162282,2023-04-19,Inactive
A5360,C5360,Savings,60091,2019-04-27,Active
A5361,C5361,Savings,90801,2023-05-10,Active
A5362,C5362,Savings,83170,2021-12-30,Inactive
A5363,C5363,Savings,305416,2022-11-28,Inactive
A5364,C5364,Savings,211910,2021-08-23,Active
A5365,C5365,Savings,479280,2019-10-21,Inactive
A5366,C5366,Savings,128496,2020-06-23,Inactive
A5367,C5367,Current,308569,2023-05-01,Inactive
A5368,C5368,Savings,377896,2020-12-01,Inactive
A5369,C5369,Current,286089,2022-09-02,Active
A5370,C5370,Savings,177070,2020-08-19,Active
A5371,C5371,Savings,485883,2022-08-18,Inactive
A5372,C5372,Savings,48804,2020-12-10,Active
A5373,C5373,Savings,465594,2023-05-12,Active
A5374,C5374,Current,401920,2018-07-01,Inactive
A5375,C5375,Savings,93055,2020-10-16,Inactive
A5376,C5376,Current,172293,2022-05-25,Inactive
A5377,C5377,Current,219170,2020-05-30,Active
A5378,C5378,Current,128176,2018-03-09,Inactive
A5379,C5379,Current,100910,2021-02-12,Active
A5380,C5380,Current,171557,2020-04-05,Active
A5381,C5381,Savings,404200,2020-07-23,Active
A5382,C5382,Savings,59498,2020-03-10,Inactive
A5383,C5383,Savings,19765,2019-04-22,Inactive
A5384,C5384,Current,14418,2019-04-11,Inactive
A5385,C5385,Current,214476,2022-03-08,Inactive
A5386,C5386,Savings,315818,2018-03-19,Inactive
A5387,C5387,Current,382039,2018-03-28,Inactive
A5388,C5388,Savings,464364,2022-11-28,Active
A5389,C5389,Current,318361,2019-04-08,Active
A5390,C5390,Current,469607,2021-06-03,Active
A5391,C5391,Current,475164,2020-08-15,Active
A5392,C5392,Savings,360863,2021-08-01,Active
A5393,C5393,Savings,174629,2018-05-09,Active
A5394,C5394,Savings,153247,2019-12-04,Inactive
A5395,C5395,Current,222295,2020-10-23,Inactive
A5396,C5396,Current,489624,2023-05-19,Active
A5397,C5397,Savings,67467,2022-04-30,Active
A5398,C5398,Current,305076,2023-05-28,Inactive
A5399,C5399,Savings,396583,2023-02-14,Inactive
A5400,C5400,Savings,445794,2018-10-12,Active
A5401,C5401,Savings,19126,2019-10-03,Active
A5402,C5402,Savings,239522,2023-02-04,Active
A5403,C5403,Current,359585,2022-02-06,Active
A5404,C5404,Current,63021,2022-08-31,Active
A5405,C5405,Current,127597,2023-04-10,Active
A5406,C5406,Current,58382,2018-10-09,Inactive
A5407,C5407,Current,277796,2021-11-11,Active
A5408,C5408,Savings,129539,2022-12-24,Active
A5409,C5409,Current,165933,2021-12-31,Active
A5410,C5410,Current,265847,2018-05-26,Active
A5411,C5411,Current,222086,2020-09-25,Inactive
A5412,C5412,Current,161317,2021-03-12,Active
A5413,C5413,Savings,475352,2018-06-02,Active
A5414,C5414,Current,285148,2018-05-12,Active
A5415,C5415,Savings,189494,2023-04-10,Inactive
A5416,C5416,Current,231127,2019-06-27,Active
A5417,C5417,Savings,226751,2021-04-25,Active
A5418,C5418,Savings,401508,2019-07-31,Inactive
A5419,C5419,Savings,367260,2019-04-20,Inactive
A5420,C5420,Savings,16695,2023-06-19,Active
A5421,C5421,Savings,51919,2020-09-04,Inactive
A5422,C5422,Current,235643,2018-08-13,Inactive
A5423,C5423,Current,185596,2021-11-20,Inactive
A5424,C5424,Savings,396774,2023-03-21,Inactive
A5425,C5425,Current,286992,2020-01-26,Active
A5426,C5426,Savings,444811,2019-03-23,Inactive
A5427,C5427,Savings,166654,2023-05-24,Active
A5428,C5428,Savings,331588,2018-02-13,Inactive
A5429,C5429,Savings,287523,2020-02-27,Inactive
A5430,C5430,Current,494089,2021-05-10,Inactive
A5431,C5431,Current,184267,2022-07-06,Inactive
A5432,C5432,Current,131176,2019-08-16,Inactive
A5433,C5433,Savings,164886,2020-11-21,Active
A5434,C5434,Current,321879,2020-08-23,Inactive
A5435,C5435,Savings,163643,2018-08-28,Inactive
A5436,C5436,Savings,379038,2019-01-31,Inactive
A5437,C5437,Savings,197062,2021-06-05,Inactive
A5438,C5438,Current,449729,2019-10-25,Inactive
A5439,C5439,Savings,62776,2018-12-11,Active
A5440,C5440,Current,237318,2021-12-02,Active
A5441,C5441,Current,303888,2020-12-29,Active
A5442,C5442,Current,217266,2018-09-15,Inactive
A5443,C5443,Current,69270,2021-06-07,Active
A5444,C5444,Savings,353661,2020-03-28,Inactive
A5445,C5445,Savings,205997,2018-04-02,Inactive
A5446,C5446,Savings,382101,2020-12-26,Active
A5447,C5447,Current,452237,2022-02-12,Active
A5448,C5448,Savings,74850,2020-06-25,Active
A5449,C5449,Savings,464162,2023-01-04,Active
A5450,C5450,Current,98228,2018-11-10,Active
A5451,C5451,Current,259118,2019-02-10,Active
A5452,C5452,Current,107379,2020-07-16,Active
A5453,C5453,Savings,398625,2021-02-08,Active
A5454,C5454,Savings,163852,2019-07-08,Active
A5455,C5455,Savings,308515,2022-03-30,Inactive
A5456,C5456,Savings,19373,2021-07-11,Active
A5457,C5457,Savings,215166,2020-10-16,Active
A5458,C5458,Savings,73246,2019-12-16,Inactive
A5459,C5459,Savings,173516,2022-03-07,Active
A5460,C5460,Savings,307928,2018-12-12,Active
A5461,C5461,Savings,402424,2021-12-09,Active
A5462,C5462,Savings,482306,2019-05-01,Active
A5463,C5463,Savings,35812,2021-07-14,Active
A5464,C5464,Savings,44256,2020-07-02,Active
A5465,C5465,Current,162380,2018-08-02,Inactive
A5466,C5466,Savings,272203,2021-07-07,Inactive
A5467,C5467,Savings,21406,2018-10-04,Active
A5468,C5468,Savings,445794,2018-01-06,Inactive
A5469,C5469,Current,143625,2022-08-17,Active
A5470,C5470,Current,6350,2018-09-10,Inactive
A5471,C5471,Current,192317,2020-07-06,Active
A5472,C5472,Current,152289,2020-04-03,Active
A5473,C5473,Savings,363134,2019-12-06,Active
A5474,C5474,Savings,65824,2020-02-19,Active
A5475,C5475,Current,402394,2023-03-31,Inactive
A5476,C5476,Savings,235861,2021-03-10,Inactive
A5477,C5477,Savings,113150,2020-01-31,Inactive
A5478,C5478,Current,191810,2021-03-02,Active
A5479,C5479,Current,362536,2018-10-20,Inactive
A5480,C5480,Current,185312,2020-08-27,Inactive
A5481,C5481,Savings,169613,2022-10-18,Inactive
A5482,C5482,Savings,368755,2021-02-19,Inactive
A5483,C5483,Current,102950,2023-06-05,Inactive
A5484,C5484,Current,115904,2021-03-18,Inactive
A5485,C5485,Savings,197180,2022-11-06,Active
A5486,C5486,Savings,449383,2021-02-19,Inactive
A5487,C5487,Current,289945,2018-06-07,Inactive
A5488,C5488,Savings,358346,2018-10-05,Inactive
A5489,C5489,Savings,185005,2021-04-11,Inactive
A5490,C5490,Savings,466547,2021-08-20,Inactive
A5491,C5491,Savings,242152,2022-12-02,Active
A5492,C5492,Savings,276579,2022-10-05,Inactive
A5493,C5493,Current,36894,2018-09-29,Inactive
A5494,C5494,Savings,123704,2020-11-26,Inactive
A5495,C5495,Current,228875,2021-07-19,Inactive
A5496,C5496,Current,367617,2023-01-25,Active
A5497,C5497,Savings,225547,2023-03-19,Inactive
A5498,C5498,Current,37008,2020-02-07,Inactive
A5499,C5499,Savings,427583,2020-08-04,Active
A5500,C5500,Savings,437000,2019-03-11,Active
A5501,C5501,Current,17590,2019-09-11,Inactive
A5502,C5502,Current,229619,2019-12-15,Active
A5503,C5503,Savings,414607,2019-09-13,Inactive
A5504,C5504,Savings,212622,2019-10-31,Active
A5505,C5505,Savings,399168,2021-01-08,Inactive
A5506,C5506,Savings,434504,2022-12-14,Active
A5507,C5507,Savings,323178,2018-04-28,Active
A5508,C5508,Savings,160658,2022-03-23,Inactive
A5509,C5509,Current,475076,2019-03-31,Inactive
A5510,C5510,Savings,422557,2022-07-22,Active
A5511,C5511,Savings,55140,2019-05-19,Active
A5512,C5512,Current,25388,2019-02-06,Inactive
A5513,C5513,Savings,291830,2018-10-04,Active
A5514,C5514,Savings,132620,2022-08-10,Inactive
A5515,C5515,Current,390611,2022-02-01,Active
A5516,C5516,Current,352065,2022-03-11,Inactive
A5517,C5517,Savings,175011,2022-07-09,Inactive
A5518,C5518,Savings,390742,2022-01-06,Active
A5519,C5519,Current,395337,2020-01-08,Inactive
A5520,C5520,Savings,171665,2019-09-04,Active
A5521,C5521,Current,64548,2019-01-01,Active
A5522,C5522,Savings,223862,2022-09-03,Active
A5523,C5523,Savings,250167,2021-11-02,Active
A5524,C5524,Current,250102,2020-03-06,Inactive
A5525,C5525,Savings,48151,2021-06-27,Inactive
A5526,C5526,Current,172496,2021-12-29,Active
A5527,C5527,Current,445133,2020-05-31,Inactive
A5528,C5528,Current,204572,2021-07-15,Active
A5529,C5529,Current,243390,2020-09-28,Inactive
A5530,C5530,Savings,318916,2020-06-21,Active
A5531,C5531,Savings,59963,2022-09-16,Inactive
A5532,C5532,Current,11935,2020-05-31,Inactive
A5533,C5533,Current,153227,2021-12-04,Active
A5534,C5534,Savings,205916,2020-02-17,Inactive
A5535,C5535,Savings,262550,2020-05-26,Inactive
A5536,C5536,Current,63242,2020-05-05,Active
A5537,C5537,Current,184322,2019-08-11,Active
A5538,C5538,Savings,461026,2023-01-05,Active
A5539,C5539,Current,79246,2020-08-07,Active
A5540,C5540,Current,496867,2022-10-22,Inactive
A5541,C5541,Savings,117094,2019-02-26,Active
A5542,C5542,Current,228282,2020-08-10,Inactive
A5543,C5543,Current,169281,2019-05-11,Inactive
A5544,C5544,Current,12998,2018-12-19,Inactive
A5545,C5545,Current,52151,2023-06-16,Inactive
A5546,C5546,Current,334202,2018-12-30,Active
A5547,C5547,Current,464493,2018-01-14,Inactive
A5548,C5548,Savings,177955,2018-08-04,Inactive
A5549,C5549,Current,467945,2022-07-03,Inactive
A5550,C5550,Savings,138767,2021-11-18,Inactive
A5551,C5551,Current,350830,2018-09-01,Active
A5552,C5552,Current,57333,2021-05-06,Inactive
A5553,C5553,Savings,448000,2021-12-15,Active
A5554,C5554,Current,403500,2022-06-30,Inactive
A5555,C5555,Current,279041,2022-09-14,Inactive
A5556,C5556,Savings,254130,2019-04-05,Active
A5557,C5557,Savings,109652,2018-05-26,Inactive
A5558,C5558,Savings,380075,2018-02-21,Inactive
A5559,C5559,Current,110035,2018-03-02,Active
A5560,C5560,Current,242219,2019-10-31,Inactive
A5561,C5561,Savings,17187,2018-03-06,Inactive
A5562,C5562,Current,385840,2019-04-21,Inactive
A5563,C5563,Savings,123915,2020-03-09,Active
A5564,C5564,Current,426214,2022-10-05,Inactive
A5565,C5565,Savings,82858,2020-07-16,Active
A5566,C5566,Savings,103076,2020-07-03,Active
A5567,C5567,Savings,54250,2020-01-12,Inactive
A5568,C5568,Current,460731,2019-09-11,Active
A5569,C5569,Current,334838,2020-01-30,Active
A5570,C5570,Current,499008,2022-12-18,Inactive
A5571,C5571,Savings,168776,2019-04-16,Active
A5572,C5572,Savings,65261,2020-07-11,Active
A5573,C5573,Savings,277389,2019-04-26,Active
A5574,C5574,Current,113820,2021-09-19,Active
A5575,C5575,Savings,114071,2019-03-28,Inactive
A5576,C5576,Savings,187234,2018-06-24,Inactive
A5577,C5577,Savings,486020,2021-03-25,Inactive
A5578,C5578,Savings,378999,2022-04-07,Inactive
A5579,C5579,Savings,298385,2018-02-19,Inactive
A5580,C5580,Current,222240,2020-05-06,Active
A5581,C5581,Savings,150351,2022-09-23,Inactive
A5582,C5582,Savings,425489,2018-02-24,Active
A5583,C5583,Savings,411704,2019-12-18,Active
A5584,C5584,Savings,257156,2019-10-19,Active
A5585,C5585,Savings,233791,2018-07-30,Active
A5586,C5586,Current,410828,2019-04-25,Active
A5587,C5587,Savings,53001,2023-05-25,Inactive
A5588,C5588,Current,109174,2019-03-17,Inactive
A5589,C5589,Current,82211,2023-06-12,Active
A5590,C5590,Savings,250051,2021-02-24,Active
A5591,C5591,Current,300827,2021-11-15,Inactive
A5592,C5592,Current,413880,2021-01-10,Active
A5593,C5593,Current,415000,2022-06-20,Active
A5594,C5594,Savings,104842,2020-04-17,Inactive
A5595,C5595,Current,395142,2020-01-27,Active
A5596,C5596,Savings,479459,2019-10-20,Inactive
A5597,C5597,Current,216810,2020-06-19,Inactive
A5598,C5598,Savings,360071,2023-04-02,Active
A5599,C5599,Current,58987,2023-06-18,Inactive
A5600,C5600,Current,248105,2020-02-14,Inactive
A5601,C5601,Savings,457616,2018-02-21,Inactive
A5602,C5602,Current,414974,2020-11-24,Active
A5603,C5603,Savings,269802,2021-03-27,Active
A5604,C5604,Savings,337585,2019-07-09,Active
A5605,C5605,Current,167475,2019-01-24,Active
A5606,C5606,Current,67420,2020-07-31,Active
A5607,C5607,Savings,52201,2022-10-01,Inactive
A5608,C5608,Current,219332,2019-05-06,Active
A5609,C5609,Savings,274721,2021-02-04,Active
A5610,C5610,Current,397604,2018-03-01,Inactive
A5611,C5611,Current,409896,2019-04-08,Active
A5612,C5612,Savings,327874,2018-07-03,Active
A5613,C5613,Savings,484533,2018-03-11,Inactive
A5614,C5614,Savings,58868,2022-10-27,Active
A5615,C5615,Current,215790,2023-04-16,Inactive
A5616,C5616,Current,58823,2020-12-13,Inactive
A5617,C5617,Current,481418,2022-10-04,Active
A5618,C5618,Current,349911,2022-10-17,Inactive
A5619,C5619,Current,78709,2020-09-19,Inactive
A5620,C5620,Current,443639,2020-07-01,Active
A5621,C5621,Savings,337842,2020-01-10,Active
A5622,C5622,Savings,39958,2022-03-12,Inactive
A5623,C5623,Current,269419,2023-02-04,Inactive
A5624,C5624,Current,402405,2019-04-11,Active
A5625,C5625,Savings,117936,2022-11-17,Active
A5626,C5626,Current,381175,2019-12-05,Active
A5627,C5627,Current,114647,2019-10-27,Inactive
A5628,C5628,Savings,69038,2022-04-30,Active
A5629,C5629,Savings,419654,2021-06-11,Inactive
A5630,C5630,Current,356988,2018-12-25,Inactive
A5631,C5631,Current,281378,2022-11-02,Active
A5632,C5632,Current,294191,2020-07-31,Active
A5633,C5633,Savings,416467,2020-03-21,Inactive
A5634,C5634,Savings,98155,2020-11-15,Inactive
A5635,C5635,Savings,454329,2018-01-07,Inactive
A5636,C5636,Current,65790,2022-06-04,Active
A5637,C5637,Current,73290,2022-02-11,Active
A5638,C5638,Savings,382648,2021-04-04,Inactive
