payment_id,loan_id,due_date,payment_date,amount_paid,payment_status
P021684,L6804,2023-09-09,2023-09-19,37868,Delayed
P021685,L8669,2021-03-20,2021-03-30,3555,Delayed
P021686,L5885,2020-05-04,2020-05-24,48673,Delayed
P021687,L1966,2021-07-20,2021-08-09,31281,Delayed
P021688,L4526,2020-04-25,2020-04-30,41501,Delayed
P021689,L1167,2020-05-18,2020-05-23,20019,Delayed
P021690,L0606,2023-11-11,2023-11-21,47387,Delayed
P021691,L6635,2021-05-29,2021-06-18,23515,Delayed
P021692,L8568,2022-03-15,2022-03-25,23608,Delayed
P021693,L8910,2022-12-25,2022-12-25,15600,Paid
P021694,L7727,2021-11-07,2021-11-12,4192,Delayed
P021695,L8222,2022-12-09,2022-12-09,22929,Paid
P021696,L7915,2020-01-02,2020-01-02,25318,Paid
P021697,L6249,2022-11-15,2022-11-25,44713,Delayed
P021698,L3640,2023-02-28,2023-03-05,36235,Delayed
P021699,L0088,2023-05-20,,12122,Missed
P021700,L2804,2023-02-21,2023-02-26,22684,Delayed
P021701,L1933,2023-03-24,2023-03-24,26799,Paid
P021702,L0282,2020-10-17,2020-10-17,34402,Paid
P021703,L8138,2022-03-27,2022-04-06,34336,Delayed
P021704,L0372,2020-09-21,,26115,Missed
P021705,L0263,2023-01-22,2023-01-22,41003,Paid
P021706,L8433,2022-07-13,2022-08-02,27880,Delayed
P021707,L2374,2020-06-18,2020-06-18,26300,Paid
P021708,L3283,2023-04-11,2023-04-11,37045,Paid
P021709,L3897,2022-12-13,2022-12-13,5435,Paid
P021710,L4676,2022-04-26,2022-05-01,22582,Delayed
P021711,L7012,2023-10-13,2023-10-18,2062,Delayed
P021712,L5740,2022-02-12,2022-02-22,19646,Delayed
P021713,L8715,2022-08-14,,19902,Missed
P021714,L2075,2022-06-22,2022-06-22,16997,Paid
P021715,L6946,2023-07-26,2023-07-26,29400,Paid
P021716,L8436,2022-08-04,2022-08-14,20718,Delayed
P021717,L5959,2022-03-22,2022-03-22,28786,Paid
P021718,L3678,2020-07-24,2020-07-24,5821,Paid
P021719,L7756,2022-08-22,2022-08-27,35623,Delayed
P021720,L3073,2020-07-20,2020-08-09,29870,Delayed
P021721,L4882,2020-04-30,2020-05-05,15182,Delayed
P021722,L2534,2020-03-16,2020-03-16,39737,Paid
P021723,L6114,2023-11-20,2023-11-20,46274,Paid
P021724,L6879,2021-07-30,2021-07-30,35493,Paid
P021725,L8625,2022-01-02,2022-01-02,24038,Paid
P021726,L4021,2023-03-30,2023-03-30,49167,Paid
P021727,L0836,2023-01-27,2023-02-01,3456,Delayed
P021728,L5696,2022-06-08,2022-06-08,15529,Paid
P021729,L1172,2020-07-11,,9229,Missed
P021730,L3695,2023-08-08,2023-08-08,30488,Paid
P021731,L6973,2023-10-05,2023-10-25,46514,Delayed
P021732,L0744,2022-11-24,2022-12-14,2935,Delayed
P021733,L5640,2021-11-14,2021-11-19,27267,Delayed
P021734,L6604,2021-09-26,2021-09-26,15019,Paid
P021735,L5495,2020-07-26,2020-07-31,25249,Delayed
P021736,L5336,2023-11-09,2023-11-14,22733,Delayed
P021737,L5128,2022-12-27,2022-12-27,34378,Paid
P021738,L8910,2022-03-30,2022-04-09,39437,Delayed
P021739,L6645,2021-06-09,2021-06-19,39199,Delayed
P021740,L6779,2020-12-09,2020-12-09,9141,Paid
P021741,L6475,2022-10-07,2022-10-07,28861,Paid
P021742,L1556,2020-08-23,2020-09-02,36112,Delayed
P021743,L4208,2022-07-03,2022-07-13,29321,Delayed
P021744,L0063,2021-08-03,2021-08-03,13897,Paid
P021745,L4447,2023-11-23,2023-11-23,31295,Paid
P021746,L4605,2022-08-13,2022-08-13,40916,Paid
P021747,L6338,2022-04-10,2022-04-15,16092,Delayed
P021748,L0463,2020-07-07,,31508,Missed
P021749,L6912,2022-04-02,2022-04-02,32858,Paid
P021750,L0763,2021-06-14,2021-06-14,31276,Paid
P021751,L2606,2021-12-25,2021-12-25,30186,Paid
P021752,L3377,2020-08-04,2020-08-04,19749,Paid
P021753,L6740,2020-11-03,2020-11-03,38605,Paid
P021754,L6635,2023-04-02,2023-04-12,15247,Delayed
P021755,L1971,2020-02-18,2020-03-09,1328,Delayed
P021756,L2494,2021-07-13,,2329,Missed
P021757,L2839,2020-12-15,2020-12-25,9637,Delayed
P021758,L8478,2023-09-19,2023-09-19,45383,Paid
P021759,L7509,2021-01-10,2021-01-10,14805,Paid
P021760,L6271,2020-07-09,2020-07-14,5039,Delayed
P021761,L7435,2023-03-31,2023-03-31,18130,Paid
P021762,L7549,2020-02-06,2020-02-26,40258,Delayed
P021763,L5381,2023-01-14,2023-01-24,15998,Delayed
P021764,L4173,2021-10-03,2021-10-03,21964,Paid
P021765,L8249,2022-04-16,2022-04-26,17694,Delayed
P021766,L1066,2020-11-22,2020-11-22,4167,Paid
P021767,L8892,2021-12-21,,34657,Missed
P021768,L6903,2022-07-03,,40216,Missed
P021769,L4435,2022-09-03,2022-09-08,37726,Delayed
P021770,L5919,2020-02-03,2020-02-23,34429,Delayed
P021771,L4023,2023-10-24,2023-10-24,35561,Paid
P021772,L2286,2021-09-14,2021-09-14,9156,Paid
P021773,L5638,2022-02-22,2022-02-22,4969,Paid
P021774,L0435,2020-07-30,2020-07-30,30121,Paid
P021775,L0188,2020-10-17,2020-10-17,43038,Paid
P021776,L3558,2023-05-23,2023-05-23,47112,Paid
P021777,L8709,2022-07-18,2022-07-18,41145,Paid
P021778,L3278,2020-10-15,2020-10-15,43246,Paid
P021779,L3520,2020-07-27,,44041,Missed
P021780,L4077,2022-08-05,2022-08-15,34078,Delayed
P021781,L4654,2020-12-09,2020-12-09,6653,Paid
P021782,L6035,2020-04-14,2020-04-24,37863,Delayed
P021783,L0698,2022-04-05,2022-04-10,4555,Delayed
P021784,L2714,2020-12-10,,2031,Missed
P021785,L1155,2020-11-13,2020-11-13,16948,Paid
P021786,L2494,2022-02-05,2022-02-25,39366,Delayed
P021787,L6724,2023-11-12,2023-11-22,23324,Delayed
P021788,L1970,2023-06-07,2023-06-07,16348,Paid
P021789,L3674,2022-07-25,2022-07-25,17222,Paid
P021790,L4079,2021-05-03,2021-05-03,8318,Paid
P021791,L4525,2021-11-04,2021-11-04,33681,Paid
P021792,L5882,2022-11-10,2022-11-30,32643,Delayed
P021793,L6222,2021-09-26,2021-10-06,8351,Delayed
P021794,L5081,2020-05-06,,28157,Missed
P021795,L0544,2023-02-27,2023-03-09,6358,Delayed
P021796,L0968,2020-07-31,2020-07-31,9702,Paid
P021797,L6090,2023-03-12,2023-03-22,49592,Delayed
P021798,L7360,2023-11-04,2023-11-24,12696,Delayed
P021799,L4807,2022-04-13,2022-05-03,43800,Delayed
P021800,L1838,2022-04-03,,7715,Missed
P021801,L7873,2021-03-30,2021-03-30,26753,Paid
P021802,L5133,2021-12-02,2021-12-22,19241,Delayed
P021803,L0705,2020-10-15,2020-10-15,29430,Paid
P021804,L5858,2022-05-28,2022-06-07,35596,Delayed
P021805,L4760,2020-05-14,2020-05-14,18801,Paid
P021806,L6936,2021-06-27,2021-06-27,17240,Paid
P021807,L7876,2021-03-01,2021-03-01,41624,Paid
P021808,L1775,2022-05-31,2022-06-10,38429,Delayed
P021809,L8079,2022-02-21,2022-02-21,11546,Paid
P021810,L7045,2020-08-03,2020-08-23,15653,Delayed
P021811,L6198,2024-02-01,2024-02-01,24868,Paid
P021812,L5571,2021-11-02,2021-11-02,9403,Paid
P021813,L4257,2021-02-25,2021-02-25,36210,Paid
P021814,L5409,2022-12-23,2022-12-23,2228,Paid
P021815,L3088,2021-11-10,2021-11-30,31118,Delayed
P021816,L3971,2023-03-04,2023-03-04,45465,Paid
P021817,L1759,2023-07-13,2023-07-13,30125,Paid
P021818,L2272,2020-02-01,2020-02-01,43265,Paid
P021819,L0049,2023-12-13,2023-12-13,22796,Paid
P021820,L8639,2023-01-27,,17029,Missed
P021821,L0748,2022-05-23,2022-05-28,7460,Delayed
P021822,L7169,2022-09-24,,2912,Missed
P021823,L8185,2020-04-06,,1284,Missed
P021824,L5509,2020-08-10,2020-08-20,4989,Delayed
P021825,L1987,2022-11-26,2022-11-26,22430,Paid
P021826,L6667,2022-07-06,2022-07-06,15520,Paid
P021827,L7244,2020-01-10,,3586,Missed
P021828,L6750,2022-04-10,2022-04-30,6997,Delayed
P021829,L3993,2021-01-08,2021-01-18,2653,Delayed
P021830,L6200,2021-08-16,2021-08-26,35352,Delayed
P021831,L1363,2023-02-01,2023-02-01,38146,Paid
P021832,L8747,2022-08-04,2022-08-14,12215,Delayed
P021833,L1889,2023-05-28,,33846,Missed
P021834,L3927,2021-06-25,2021-06-25,24837,Paid
P021835,L3338,2021-01-13,2021-02-02,39594,Delayed
P021836,L6458,2023-09-14,2023-09-14,45913,Paid
P021837,L0483,2022-02-20,2022-03-12,33715,Delayed
P021838,L7040,2021-06-28,2021-07-08,10111,Delayed
P021839,L0745,2023-09-06,2023-09-11,27752,Delayed
P021840,L0974,2023-11-17,2023-11-17,20818,Paid
P021841,L0370,2022-04-04,2022-04-04,47031,Paid
P021842,L6769,2023-01-01,2023-01-01,5700,Paid
P021843,L7337,2023-07-29,,30821,Missed
P021844,L7803,2020-09-06,2020-09-26,29014,Delayed
P021845,L1248,2021-10-21,2021-10-26,1597,Delayed
P021846,L6337,2022-09-30,2022-10-05,18524,Delayed
P021847,L7854,2021-01-21,2021-02-10,31229,Delayed
P021848,L3369,2021-11-02,2021-11-22,24574,Delayed
P021849,L6659,2021-12-04,2021-12-24,22618,Delayed
P021850,L5896,2023-11-04,2023-11-09,25554,Delayed
P021851,L4065,2023-09-22,2023-09-27,11836,Delayed
P021852,L7369,2021-07-25,2021-07-25,47230,Paid
P021853,L6864,2022-06-27,2022-07-17,32602,Delayed
P021854,L8383,2020-10-14,2020-11-03,2245,Delayed
P021855,L6591,2022-11-21,,19169,Missed
P021856,L4359,2024-01-16,2024-01-16,37774,Paid
P021857,L4372,2022-08-06,2022-08-06,17985,Paid
P021858,L3201,2020-12-02,2020-12-02,1544,Paid
P021859,L1835,2020-08-20,2020-08-25,18295,Delayed
P021860,L2704,2023-07-26,2023-07-26,38427,Paid
P021861,L4680,2020-08-26,2020-09-05,29594,Delayed
P021862,L4366,2023-10-18,2023-10-23,34895,Delayed
P021863,L3030,2021-03-16,2021-03-16,30135,Paid
P021864,L4161,2023-06-07,2023-06-07,9878,Paid
P021865,L2823,2022-03-03,2022-03-23,34264,Delayed
P021866,L4355,2020-02-15,2020-02-15,43063,Paid
P021867,L6875,2022-11-11,2022-11-11,31126,Paid
P021868,L4034,2020-04-26,2020-04-26,40041,Paid
P021869,L4582,2020-05-10,2020-05-10,7825,Paid
P021870,L6831,2023-06-30,2023-07-05,2180,Delayed
P021871,L7129,2023-11-02,2023-11-02,1375,Paid
P021872,L0313,2020-08-29,2020-08-29,39500,Paid
P021873,L1987,2022-04-05,2022-04-15,33826,Delayed
P021874,L4638,2022-07-18,2022-07-18,28805,Paid
P021875,L0147,2023-11-11,2023-11-16,38686,Delayed
P021876,L0770,2020-04-28,,22281,Missed
P021877,L0080,2021-01-13,,43951,Missed
P021878,L5636,2020-10-04,2020-10-09,21857,Delayed
P021879,L0735,2022-10-07,2022-10-12,27653,Delayed
P021880,L3666,2023-10-07,2023-10-07,15937,Paid
P021881,L0522,2022-03-01,2022-03-21,35642,Delayed
P021882,L4077,2021-11-24,2021-11-29,48466,Delayed
P021883,L7762,2021-11-08,2021-11-08,36359,Paid
P021884,L8348,2023-03-18,2023-03-18,42891,Paid
P021885,L5031,2022-10-21,2022-10-21,35988,Paid
P021886,L3099,2022-03-18,2022-03-28,43579,Delayed
P021887,L2837,2023-11-12,,35500,Missed
P021888,L1311,2021-06-04,,38336,Missed
P021889,L3203,2023-04-25,2023-04-25,3953,Paid
P021890,L5143,2023-02-12,,17515,Missed
P021891,L5418,2022-07-04,2022-07-14,20616,Delayed
P021892,L1345,2020-10-16,2020-11-05,38312,Delayed
P021893,L8737,2020-11-14,2020-11-14,24373,Paid
P021894,L2015,2022-01-09,,16735,Missed
P021895,L6943,2020-08-16,,39872,Missed
P021896,L0253,2021-06-15,2021-06-15,49467,Paid
P021897,L1216,2022-08-24,2022-08-24,1111,Paid
P021898,L6393,2020-04-11,2020-04-11,4262,Paid
P021899,L1512,2020-03-27,2020-04-16,38999,Delayed
P021900,L8882,2020-09-24,2020-10-14,35961,Delayed
P021901,L4755,2022-12-06,2022-12-06,27072,Paid
P021902,L1771,2021-09-14,2021-09-24,20317,Delayed
P021903,L4848,2021-01-24,,38712,Missed
P021904,L1426,2020-08-16,,9217,Missed
P021905,L6508,2023-10-13,2023-11-02,39340,Delayed
P021906,L5075,2021-02-27,2021-03-09,38912,Delayed
P021907,L4813,2023-12-03,2023-12-08,46049,Delayed
P021908,L3471,2022-09-05,2022-09-10,46353,Delayed
P021909,L5882,2021-12-19,2022-01-08,43363,Delayed
P021910,L3614,2022-03-29,,11308,Missed
P021911,L5120,2022-12-11,2022-12-11,7686,Paid
P021912,L5800,2023-06-02,2023-06-02,33848,Paid
P021913,L7779,2022-01-03,,19507,Missed
P021914,L4213,2021-03-25,,48256,Missed
P021915,L5704,2024-01-16,2024-02-05,28958,Delayed
P021916,L7311,2024-02-06,2024-02-06,4745,Paid
P021917,L7087,2023-01-19,,12347,Missed
P021918,L7309,2023-03-25,2023-04-14,25269,Delayed
P021919,L8927,2024-01-28,2024-02-02,44325,Delayed
P021920,L3665,2021-01-15,2021-01-15,40875,Paid
P021921,L3474,2020-09-01,2020-09-01,14878,Paid
P021922,L6249,2020-05-08,,33895,Missed
P021923,L1786,2020-03-09,2020-03-09,31023,Paid
P021924,L4547,2020-12-13,,30948,Missed
P021925,L8454,2022-04-10,2022-04-10,49390,Paid
P021926,L2675,2022-10-31,2022-10-31,49139,Paid
P021927,L8175,2021-10-21,2021-10-26,31792,Delayed
P021928,L2223,2021-12-27,2022-01-01,44708,Delayed
P021929,L5644,2023-09-15,2023-09-20,37592,Delayed
P021930,L3314,2022-06-22,2022-06-22,42249,Paid
P021931,L6199,2021-08-02,2021-08-02,1942,Paid
P021932,L7662,2020-11-23,2020-12-13,11962,Delayed
P021933,L4299,2021-09-28,2021-09-28,22928,Paid
P021934,L8247,2020-05-17,2020-05-22,37093,Delayed
P021935,L3055,2020-10-01,2020-10-21,46061,Delayed
P021936,L8547,2021-02-21,2021-02-21,17033,Paid
P021937,L8221,2022-05-05,2022-05-10,23143,Delayed
P021938,L5313,2022-06-08,2022-06-28,19081,Delayed
P021939,L8202,2020-04-08,2020-04-08,35785,Paid
P021940,L7860,2021-10-17,2021-10-27,9058,Delayed
P021941,L6936,2020-09-21,2020-10-01,6560,Delayed
P021942,L3347,2023-01-28,2023-02-07,28914,Delayed
P021943,L3555,2020-02-15,2020-02-15,41903,Paid
P021944,L5656,2023-04-26,2023-05-06,44348,Delayed
P021945,L7355,2023-12-18,2024-01-07,2328,Delayed
P021946,L3118,2023-05-17,2023-06-06,40783,Delayed
P021947,L8799,2023-07-18,,36734,Missed
P021948,L7185,2020-07-03,2020-07-13,30174,Delayed
P021949,L0423,2023-01-19,,6114,Missed
P021950,L0411,2021-11-04,2021-11-09,26386,Delayed
P021951,L7676,2020-10-04,2020-10-24,47910,Delayed
P021952,L3847,2022-07-23,2022-08-02,42897,Delayed
P021953,L6164,2021-10-03,,22130,Missed
P021954,L8767,2022-11-20,2022-11-20,36524,Paid
P021955,L3964,2020-01-21,2020-02-10,35833,Delayed
P021956,L7192,2020-09-12,2020-10-02,8271,Delayed
P021957,L7434,2021-10-27,2021-10-27,35752,Paid
P021958,L6308,2023-08-30,,36985,Missed
P021959,L4286,2023-08-15,2023-08-15,17692,Paid
P021960,L0873,2020-09-13,2020-09-23,49672,Delayed
P021961,L3258,2022-03-21,2022-03-21,34219,Paid
P021962,L6595,2021-08-18,2021-08-18,1418,Paid
P021963,L4956,2023-01-03,2023-01-08,47128,Delayed
P021964,L0975,2023-11-17,,1719,Missed
P021965,L1198,2021-08-23,2021-09-12,33634,Delayed
P021966,L7024,2020-06-08,2020-06-08,37428,Paid
P021967,L8139,2020-05-17,2020-05-17,7491,Paid
P021968,L6959,2020-03-31,2020-04-10,10512,Delayed
P021969,L0529,2020-01-08,2020-01-18,27668,Delayed
P021970,L0108,2021-02-10,2021-02-20,9209,Delayed
P021971,L5329,2023-03-18,2023-03-18,10574,Paid
P021972,L0953,2020-04-28,2020-05-03,11938,Delayed
P021973,L8846,2021-05-02,2021-05-07,8154,Delayed
P021974,L0257,2024-01-26,2024-01-31,33342,Delayed
P021975,L2305,2020-07-11,2020-07-16,26046,Delayed
P021976,L3073,2022-09-05,2022-09-10,3302,Delayed
P021977,L0698,2022-03-23,2022-03-23,12597,Paid
P021978,L0916,2020-08-17,2020-09-06,36937,Delayed
P021979,L5788,2022-09-11,2022-09-11,20443,Paid
P021980,L1448,2022-02-11,,3432,Missed
P021981,L5098,2021-02-25,2021-02-25,45171,Paid
P021982,L5828,2020-12-09,2020-12-09,22552,Paid
P021983,L5284,2020-01-30,2020-02-04,3651,Delayed
P021984,L8394,2021-07-28,2021-08-17,5904,Delayed
P021985,L4373,2020-07-15,2020-07-15,23499,Paid
P021986,L5622,2021-12-10,2021-12-30,2964,Delayed
P021987,L2218,2022-07-15,2022-07-15,11798,Paid
P021988,L7360,2020-02-28,2020-03-09,18120,Delayed
P021989,L5475,2022-12-08,2022-12-08,17434,Paid
P021990,L1448,2021-02-16,2021-02-26,37388,Delayed
P021991,L1512,2021-01-12,2021-02-01,45469,Delayed
P021992,L4523,2023-05-13,,6016,Missed
P021993,L5814,2022-07-15,2022-08-04,7241,Delayed
P021994,L1829,2021-08-28,2021-09-02,25361,Delayed
P021995,L7978,2020-05-24,,46461,Missed
P021996,L7519,2021-05-27,,43534,Missed
P021997,L4681,2020-10-27,2020-11-01,29626,Delayed
P021998,L5306,2022-06-30,2022-06-30,2781,Paid
P021999,L7626,2024-01-21,2024-01-31,7077,Delayed
P022000,L5329,2023-11-14,2023-11-24,39400,Delayed
P022001,L7751,2020-03-04,2020-03-04,13286,Paid
P022002,L7845,2020-02-03,2020-02-03,42985,Paid
P022003,L6520,2021-10-05,2021-10-15,28798,Delayed
P022004,L2930,2023-05-09,2023-05-19,36324,Delayed
P022005,L7139,2023-03-10,,6271,Missed
P022006,L7214,2023-05-09,2023-05-09,48766,Paid
P022007,L8293,2021-01-18,2021-01-18,15725,Paid
P022008,L4278,2023-12-23,2024-01-12,20803,Delayed
P022009,L6333,2020-12-21,2020-12-26,10464,Delayed
P022010,L4264,2023-08-05,2023-08-05,36197,Paid
P022011,L5171,2020-12-19,2020-12-19,36025,Paid
P022012,L4161,2020-09-04,,39983,Missed
P022013,L3360,2023-08-29,2023-09-03,28418,Delayed
P022014,L5584,2021-08-23,2021-08-23,34560,Paid
P022015,L4238,2020-07-10,2020-07-10,40088,Paid
P022016,L8332,2020-08-11,2020-08-11,33118,Paid
P022017,L5066,2021-05-29,2021-06-03,46996,Delayed
P022018,L0986,2021-03-15,2021-03-25,29448,Delayed
P022019,L5141,2020-01-14,2020-01-19,47822,Delayed
P022020,L1063,2021-05-30,,30183,Missed
P022021,L8174,2020-08-28,2020-09-07,38668,Delayed
P022022,L1359,2020-04-30,2020-04-30,3612,Paid
P022023,L1972,2020-07-12,2020-07-17,13110,Delayed
P022024,L5631,2020-10-04,2020-10-09,23515,Delayed
P022025,L3736,2020-07-13,2020-07-13,36709,Paid
P022026,L7700,2023-04-10,2023-04-10,41661,Paid
P022027,L7862,2020-08-04,2020-08-04,34662,Paid
P022028,L6001,2023-09-25,2023-09-30,39610,Delayed
P022029,L2757,2020-03-27,2020-03-27,35354,Paid
P022030,L8091,2021-05-11,2021-05-16,28594,Delayed
P022031,L2300,2023-09-02,2023-09-12,46637,Delayed
P022032,L7822,2021-08-28,2021-08-28,33478,Paid
P022033,L7592,2023-10-05,2023-10-05,4209,Paid
P022034,L7768,2023-05-13,2023-05-23,21242,Delayed
P022035,L7456,2021-02-06,2021-02-06,19183,Paid
P022036,L5045,2023-09-24,2023-09-24,29689,Paid
P022037,L5680,2022-09-23,2022-09-28,11557,Delayed
P022038,L8007,2022-01-13,2022-01-13,4532,Paid
P022039,L2007,2023-05-12,2023-05-22,20144,Delayed
P022040,L1565,2023-02-15,2023-02-20,28715,Delayed
P022041,L1552,2022-07-08,2022-07-18,44129,Delayed
P022042,L6375,2023-06-18,2023-06-23,11434,Delayed
P022043,L4275,2023-01-30,2023-01-30,22623,Paid
P022044,L6413,2020-07-29,2020-07-29,31396,Paid
P022045,L2440,2021-01-04,2021-01-04,25494,Paid
P022046,L5515,2023-04-09,2023-04-09,46600,Paid
P022047,L4574,2020-11-06,2020-11-11,47621,Delayed
P022048,L2805,2022-08-01,2022-08-06,43832,Delayed
P022049,L4496,2020-08-20,,5657,Missed
P022050,L5888,2022-08-12,2022-08-17,45446,Delayed
P022051,L3195,2021-12-17,2021-12-17,23884,Paid
P022052,L3957,2021-08-25,2021-08-25,15077,Paid
P022053,L2416,2022-08-04,2022-08-09,38603,Delayed
P022054,L6748,2023-08-26,2023-08-26,23074,Paid
P022055,L8020,2022-03-20,,35042,Missed
P022056,L1813,2023-02-21,2023-02-21,32043,Paid
P022057,L8505,2022-02-09,2022-02-09,8838,Paid
P022058,L2860,2020-06-03,2020-06-03,16609,Paid
P022059,L8942,2020-07-22,,19998,Missed
P022060,L7487,2020-07-02,,34367,Missed
P022061,L4228,2022-11-20,2022-11-25,23138,Delayed
P022062,L3906,2022-04-30,,5281,Missed
P022063,L5480,2023-02-11,2023-02-16,32262,Delayed
P022064,L5913,2020-05-22,2020-05-22,10668,Paid
P022065,L5742,2023-02-15,2023-02-15,42263,Paid
P022066,L2590,2020-04-27,2020-04-27,27212,Paid
P022067,L6193,2021-12-24,2022-01-13,4896,Delayed
P022068,L2707,2023-04-28,2023-05-08,1215,Delayed
P022069,L2990,2023-12-15,2023-12-15,2617,Paid
P022070,L4088,2021-09-22,2021-09-27,1158,Delayed
P022071,L0986,2020-09-21,2020-10-01,5827,Delayed
P022072,L3391,2021-10-31,,26864,Missed
P022073,L4076,2020-02-14,,18358,Missed
P022074,L2709,2021-03-26,2021-03-31,37609,Delayed
P022075,L1513,2022-12-01,2022-12-01,44659,Paid
P022076,L7397,2022-09-29,2022-09-29,6609,Paid
P022077,L2393,2022-09-26,2022-10-16,28646,Delayed
P022078,L3192,2023-04-21,2023-04-26,39300,Delayed
P022079,L7739,2023-08-24,2023-08-24,49817,Paid
P022080,L0447,2020-07-15,2020-07-25,15387,Delayed
P022081,L4448,2021-01-25,2021-02-14,45573,Delayed
P022082,L4832,2020-07-02,2020-07-22,32770,Delayed
P022083,L4873,2022-07-07,2022-07-12,9853,Delayed
P022084,L8312,2021-02-07,2021-02-07,8089,Paid
P022085,L4046,2021-04-19,2021-05-09,9476,Delayed
P022086,L7902,2023-01-12,2023-01-22,16582,Delayed
P022087,L6483,2022-09-14,2022-09-14,36401,Paid
P022088,L8565,2022-07-22,2022-08-11,22623,Delayed
P022089,L5365,2021-04-07,2021-04-07,24869,Paid
P022090,L5034,2020-04-13,2020-04-13,37175,Paid
P022091,L6149,2021-10-25,2021-11-14,21038,Delayed
P022092,L2475,2021-06-11,2021-06-11,46063,Paid
P022093,L7690,2021-10-14,2021-10-14,28625,Paid
P022094,L5949,2020-10-19,,27533,Missed
P022095,L6109,2023-11-18,2023-11-23,29967,Delayed
P022096,L0182,2021-03-22,2021-03-22,24829,Paid
P022097,L3832,2022-01-15,2022-01-20,47457,Delayed
P022098,L2099,2022-01-31,2022-02-10,44974,Delayed
P022099,L5520,2021-11-05,2021-11-10,8674,Delayed
P022100,L4805,2023-03-31,,22520,Missed
P022101,L6422,2022-01-12,2022-01-22,46837,Delayed
P022102,L1119,2023-11-05,2023-11-25,15665,Delayed
P022103,L5124,2023-10-07,2023-10-07,24824,Paid
P022104,L1714,2023-12-23,2023-12-28,45765,Delayed
P022105,L8834,2023-04-06,2023-04-06,22237,Paid
P022106,L7453,2023-03-14,2023-03-14,6753,Paid
P022107,L4936,2020-06-18,2020-06-28,39207,Delayed
P022108,L3446,2023-08-05,2023-08-15,18232,Delayed
P022109,L6543,2023-07-27,2023-08-16,27379,Delayed
P022110,L3076,2021-01-20,2021-01-20,49608,Paid
P022111,L7980,2022-07-11,2022-07-11,47779,Paid
P022112,L5533,2021-01-13,2021-01-13,13844,Paid
P022113,L7268,2020-09-24,2020-09-24,16548,Paid
P022114,L2446,2020-12-21,2020-12-21,1952,Paid
P022115,L0342,2023-09-27,2023-09-27,46912,Paid
P022116,L2412,2021-04-03,2021-04-03,29142,Paid
P022117,L1806,2021-04-20,,11371,Missed
P022118,L4286,2023-09-18,2023-09-28,28198,Delayed
P022119,L7940,2021-09-22,2021-09-22,38233,Paid
P022120,L1149,2020-12-21,2020-12-31,13176,Delayed
P022121,L2854,2023-03-19,2023-03-19,16708,Paid
P022122,L3083,2020-01-10,,16053,Missed
P022123,L4698,2021-10-26,2021-11-15,13714,Delayed
P022124,L7431,2022-03-31,2022-03-31,23265,Paid
P022125,L5064,2022-03-10,2022-03-10,37022,Paid
P022126,L0545,2021-07-04,2021-07-14,14892,Delayed
P022127,L0255,2022-03-09,2022-03-29,40499,Delayed
P022128,L8086,2020-08-26,2020-08-26,47507,Paid
P022129,L4331,2023-03-27,2023-03-27,47366,Paid
P022130,L1607,2022-01-15,2022-01-15,22781,Paid
P022131,L5651,2020-04-19,2020-04-19,48364,Paid
P022132,L1216,2020-07-13,2020-07-13,40270,Paid
P022133,L2872,2024-01-24,2024-01-24,26702,Paid
P022134,L2937,2020-06-08,2020-06-13,4555,Delayed
P022135,L6319,2023-01-22,2023-01-22,3177,Paid
P022136,L3255,2023-10-31,2023-10-31,18410,Paid
P022137,L4240,2021-02-14,2021-02-14,27396,Paid
P022138,L2880,2023-07-23,2023-07-23,9052,Paid
P022139,L7190,2020-07-08,2020-07-28,44535,Delayed
P022140,L4124,2020-02-24,2020-02-24,30929,Paid
P022141,L8781,2020-08-23,2020-09-02,9174,Delayed
P022142,L0061,2021-05-12,2021-05-12,47123,Paid
P022143,L8460,2021-03-16,2021-03-26,27921,Delayed
P022144,L5814,2021-12-16,2022-01-05,39358,Delayed
P022145,L1922,2021-07-25,,5545,Missed
P022146,L8697,2023-12-04,2023-12-24,28407,Delayed
P022147,L7050,2020-11-17,2020-11-17,3227,Paid
P022148,L2879,2023-01-29,2023-02-03,30695,Delayed
P022149,L7507,2020-09-16,,49366,Missed
P022150,L5370,2024-01-24,2024-01-24,29160,Paid
P022151,L7636,2022-02-06,2022-02-06,9279,Paid
P022152,L0061,2023-12-17,,2062,Missed
P022153,L7821,2022-03-31,,33793,Missed
P022154,L8316,2020-03-26,2020-03-26,10642,Paid
P022155,L5289,2020-09-22,2020-09-22,4004,Paid
P022156,L4033,2020-03-06,,3678,Missed
P022157,L4114,2020-06-13,2020-06-18,42405,Delayed
P022158,L1911,2020-10-07,2020-10-07,16430,Paid
P022159,L3752,2022-01-13,2022-01-13,41046,Paid
P022160,L4013,2023-10-27,2023-11-06,33458,Delayed
P022161,L5499,2020-12-01,2020-12-01,45526,Paid
P022162,L6928,2022-04-07,2022-04-07,5022,Paid
P022163,L0515,2021-05-25,2021-05-25,40604,Paid
P022164,L7691,2023-08-12,2023-08-17,18638,Delayed
P022165,L1739,2021-10-02,2021-10-12,23358,Delayed
P022166,L6852,2021-09-25,2021-10-15,7031,Delayed
P022167,L3029,2020-04-15,2020-05-05,7140,Delayed
P022168,L5374,2022-09-21,2022-10-11,8900,Delayed
P022169,L2994,2022-01-04,2022-01-04,48243,Paid
P022170,L5543,2023-12-08,2023-12-08,19007,Paid
