loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,approval_status,loan_start_date
L6790,C4623,Vehicle Loan,411316,14.48,120,Approved,2020-12-08
L6791,C6184,Education Loan,1854874,16.63,60,Approved,2020-11-01
L6792,C1517,Home Loan,219360,16.56,60,Approved,2022-09-29
L6793,C2619,Home Loan,69437,14.17,60,Approved,2019-02-22
L6794,C0306,Personal Loan,4686753,7.68,120,Approved,2019-07-14
L6795,C3650,Education Loan,4398515,9.74,240,Approved,2022-07-13
L6796,C0420,Home Loan,1375279,8.98,36,Approved,2022-07-17
L6797,C0354,Home Loan,2098359,7.78,24,Rejected,2021-06-14
L6798,C5602,Personal Loan,4908108,8.4,240,Approved,2022-12-09
L6799,C6648,Vehicle Loan,1272854,9.97,120,Approved,2020-02-17
L6800,C0273,Vehicle Loan,3833334,8.46,60,Approved,2019-10-28
L6801,C3081,Education Loan,3739050,7.52,240,Approved,2020-07-16
L6802,C5828,Education Loan,2491818,14.46,36,Approved,2020-04-12
L6803,C2290,Education Loan,323370,13.04,240,Approved,2023-02-01
L6804,C6758,Vehicle Loan,1573565,16.27,120,Rejected,2021-01-12
L6805,C1044,Personal Loan,1608234,17.81,120,Approved,2020-10-28
L6806,C3877,Education Loan,302246,9.55,36,Rejected,2022-03-31
L6807,C4869,Education Loan,1126488,9.05,60,Rejected,2022-08-14
L6808,C2248,Home Loan,2320817,12.67,240,Rejected,2019-09-29
L6809,C2079,Education Loan,2984512,17.88,36,Approved,2020-03-10
L6810,C0213,Vehicle Loan,1534417,9.98,240,Approved,2021-01-18
L6811,C5233,Personal Loan,2456775,11.88,36,Approved,2019-12-02
L6812,C0342,Personal Loan,192690,11.15,36,Approved,2020-09-03
L6813,C4648,Education Loan,1022506,17.83,120,Approved,2019-03-14
L6814,C5564,Home Loan,719791,7.74,24,Approved,2019-10-03
L6815,C1120,Education Loan,4002878,9.13,240,Approved,2020-04-05
L6816,C2263,Personal Loan,375680,12.21,240,Approved,2022-12-29
L6817,C1367,Personal Loan,1550731,13.56,12,Approved,2022-02-03
L6818,C1538,Education Loan,679279,14.32,36,Approved,2019-11-01
L6819,C2832,Home Loan,2099391,14.47,60,Approved,2022-09-02
L6820,C5075,Education Loan,3598620,10.88,24,Rejected,2021-02-02
L6821,C2359,Education Loan,1080341,10.68,36,Approved,2021-10-12
L6822,C1087,Personal Loan,2904392,12.38,36,Approved,2021-01-27
L6823,C1826,Education Loan,1723082,17.16,12,Approved,2022-07-12
L6824,C0350,Home Loan,1077207,15.84,36,Approved,2021-06-07
L6825,C5318,Personal Loan,1797363,16.44,240,Approved,2019-02-20
L6826,C4201,Vehicle Loan,3987128,13.13,24,Rejected,2022-01-05
L6827,C3326,Education Loan,2800103,8.69,240,Approved,2022-04-16
L6828,C4500,Personal Loan,4589388,11.77,36,Rejected,2019-03-11
L6829,C5552,Personal Loan,750260,10.14,12,Approved,2022-03-07
L6830,C1415,Vehicle Loan,2187606,15.28,120,Approved,2019-05-13
L6831,C3448,Personal Loan,931624,11.56,240,Approved,2020-09-17
L6832,C2078,Vehicle Loan,2254854,11.54,12,Rejected,2019-07-07
L6833,C3420,Home Loan,2311516,9.81,60,Approved,2019-09-21
L6834,C0640,Education Loan,4757798,14.59,60,Approved,2021-09-02
L6835,C5903,Home Loan,1880246,9.1,36,Rejected,2023-02-09
L6836,C1364,Home Loan,403526,7.68,36,Rejected,2021-12-28
L6837,C3581,Home Loan,4091986,15.46,60,Approved,2022-05-12
L6838,C1904,Home Loan,3777847,14.64,36,Rejected,2019-04-11
L6839,C0910,Vehicle Loan,4441295,13.55,60,Approved,2022-10-20
L6840,C2423,Education Loan,3364131,7.68,24,Approved,2020-08-07
L6841,C4454,Education Loan,2511974,14,36,Approved,2021-08-13
L6842,C6938,Home Loan,1012175,10.78,120,Approved,2020-03-25
L6843,C2662,Personal Loan,1487671,17.36,12,Approved,2022-10-14
L6844,C1182,Personal Loan,3620196,17,120,Rejected,2021-10-07
L6845,C5517,Home Loan,2383311,13.46,240,Approved,2019-01-14
L6846,C0768,Education Loan,2090726,8.4,240,Approved,2019-02-14
L6847,C4482,Home Loan,1745361,13.72,240,Approved,2020-11-17
L6848,C3428,Vehicle Loan,1829339,11.4,12,Approved,2021-12-25
L6849,C2227,Vehicle Loan,1894866,8.39,12,Approved,2022-08-26
L6850,C3138,Personal Loan,2519228,13.97,12,Approved,2022-01-20
L6851,C5963,Personal Loan,3413944,12.14,60,Approved,2019-09-23
L6852,C3883,Personal Loan,3161959,13.47,36,Approved,2019-05-21
L6853,C5891,Vehicle Loan,4735549,17.32,24,Approved,2021-02-19
L6854,C2944,Education Loan,3051742,12.72,24,Approved,2019-04-17
L6855,C1124,Education Loan,1865501,10.68,120,Approved,2022-08-28
L6856,C1307,Personal Loan,4800506,10.23,60,Rejected,2020-02-15
L6857,C6832,Education Loan,1329065,17.41,12,Approved,2020-10-23
L6858,C3695,Home Loan,3253319,13.87,36,Rejected,2020-10-18
L6859,C6367,Personal Loan,3804771,8,240,Approved,2021-05-10
L6860,C3770,Personal Loan,3590185,9.85,36,Approved,2019-07-08
L6861,C6077,Education Loan,1744387,16.66,60,Approved,2020-11-14
L6862,C6107,Home Loan,2239878,11.53,120,Approved,2021-03-20
L6863,C5585,Personal Loan,3321991,16.06,24,Rejected,2020-05-07
L6864,C3653,Personal Loan,980896,15.56,240,Approved,2019-04-20
L6865,C1799,Vehicle Loan,198307,11.63,24,Approved,2020-07-28
L6866,C6653,Vehicle Loan,3716433,10.25,24,Approved,2023-01-01
L6867,C4313,Education Loan,4901775,11.65,240,Approved,2021-02-14
L6868,C5370,Home Loan,593333,11.72,60,Approved,2019-05-20
L6869,C6797,Vehicle Loan,2699007,9.47,60,Approved,2021-04-18
L6870,C6888,Education Loan,3216093,9.2,12,Approved,2022-10-27
L6871,C0326,Vehicle Loan,2162921,13.32,60,Rejected,2020-10-20
L6872,C2940,Vehicle Loan,4955113,9.68,12,Approved,2022-03-06
L6873,C1519,Vehicle Loan,2628276,11.55,12,Approved,2021-08-30
L6874,C6459,Vehicle Loan,2984893,9.52,120,Approved,2020-06-26
L6875,C0665,Home Loan,4958564,14.55,36,Approved,2020-01-18
L6876,C5167,Personal Loan,543691,8.5,240,Approved,2022-11-25
L6877,C1206,Vehicle Loan,1952909,11.13,36,Rejected,2020-02-11
L6878,C3193,Vehicle Loan,3103583,11.08,12,Approved,2021-09-27
L6879,C1311,Education Loan,4625978,16.37,36,Rejected,2021-12-23
L6880,C6510,Personal Loan,3128432,12.19,240,Approved,2021-04-04
L6881,C2366,Personal Loan,2090535,16.23,240,Rejected,2019-12-24
L6882,C6792,Personal Loan,3095410,16.18,60,Rejected,2020-02-04
L6883,C0105,Education Loan,2652942,8.32,120,Rejected,2020-01-09
L6884,C1817,Home Loan,2089619,17.82,36,Rejected,2022-07-31
L6885,C1189,Personal Loan,4165657,14.62,12,Approved,2020-07-16
L6886,C5010,Home Loan,2084297,11.39,36,Rejected,2021-01-18
L6887,C6370,Vehicle Loan,3263882,9.24,60,Approved,2020-09-24
L6888,C5092,Home Loan,3841885,11.76,120,Approved,2021-07-16
L6889,C0965,Personal Loan,227253,10.02,24,Rejected,2020-11-20
L6890,C3314,Personal Loan,4801317,17.4,240,Approved,2021-04-21
L6891,C6343,Vehicle Loan,1040260,17.01,12,Approved,2019-08-01
L6892,C3619,Education Loan,4306718,9.55,60,Approved,2022-06-13
L6893,C6401,Education Loan,1857875,17.67,240,Rejected,2019-01-09
L6894,C4067,Education Loan,3417451,17.94,240,Approved,2019-09-29
L6895,C2746,Education Loan,368528,17.99,120,Approved,2019-05-12
L6896,C5896,Vehicle Loan,3649340,10.96,60,Approved,2019-11-21
L6897,C0825,Vehicle Loan,2156896,14.31,24,Approved,2019-02-09
L6898,C3043,Home Loan,1583927,13.75,24,Approved,2020-07-26
L6899,C3188,Personal Loan,4224859,11.94,12,Approved,2021-02-27
L6900,C3098,Vehicle Loan,3780071,14.19,120,Approved,2020-11-11
L6901,C0788,Personal Loan,2626180,12.28,24,Approved,2019-08-26
L6902,C0383,Home Loan,4695160,15.67,240,Approved,2021-06-09
L6903,C6032,Vehicle Loan,1832173,11.82,12,Approved,2022-03-11
L6904,C1454,Personal Loan,2550524,11.19,120,Approved,2022-05-17
L6905,C1809,Education Loan,4867207,10.49,24,Approved,2021-06-03
L6906,C2121,Education Loan,3645097,14.79,120,Approved,2023-01-10
L6907,C4614,Home Loan,4991773,9.21,240,Approved,2021-09-22
L6908,C0005,Personal Loan,3896157,13.89,36,Approved,2022-07-04
L6909,C6715,Home Loan,4704936,9.85,36,Approved,2021-04-12
L6910,C1017,Vehicle Loan,3132039,15.96,12,Approved,2020-10-16
L6911,C2924,Personal Loan,2401277,14.48,12,Approved,2020-01-16
L6912,C4454,Vehicle Loan,3034451,14.4,60,Approved,2022-02-23
L6913,C4079,Home Loan,1461572,8.72,240,Approved,2020-04-16
L6914,C3631,Home Loan,4761408,8.35,24,Approved,2022-07-07
L6915,C2447,Vehicle Loan,749217,11.24,60,Approved,2021-08-05
L6916,C4923,Vehicle Loan,2892062,12.67,120,Approved,2020-10-24
L6917,C1146,Personal Loan,1639718,17.76,24,Approved,2019-02-13
L6918,C5929,Education Loan,1226708,13.95,120,Approved,2020-04-22
L6919,C0375,Education Loan,1507274,13.83,36,Approved,2021-05-03
L6920,C5868,Personal Loan,288358,12.74,12,Rejected,2022-10-31
L6921,C3907,Home Loan,2333057,11.25,240,Approved,2019-05-03
L6922,C6921,Personal Loan,4758462,11.18,120,Rejected,2020-09-06
L6923,C4889,Personal Loan,1837422,17.1,60,Approved,2021-01-02
L6924,C1366,Personal Loan,1159199,14.77,60,Rejected,2022-01-20
L6925,C5947,Home Loan,2192454,13.11,120,Approved,2019-08-04
L6926,C4512,Vehicle Loan,4357377,11.72,36,Approved,2022-12-29
L6927,C4330,Education Loan,4515925,9.68,24,Approved,2019-10-06
L6928,C2485,Education Loan,1158207,12.99,60,Approved,2023-01-06
L6929,C0889,Home Loan,581454,17.35,24,Approved,2021-06-24
L6930,C3296,Vehicle Loan,2325660,9.96,36,Approved,2020-02-29
L6931,C5345,Vehicle Loan,836036,12.25,120,Rejected,2022-11-23
L6932,C4360,Education Loan,4093281,14.89,36,Approved,2021-07-26
L6933,C0530,Education Loan,170529,14.85,240,Approved,2020-02-16
L6934,C1545,Home Loan,50005,11.95,12,Rejected,2022-05-20
L6935,C0334,Education Loan,2887353,16.22,120,Approved,2021-03-15
L6936,C0044,Personal Loan,182329,15.27,12,Rejected,2020-07-05
L6937,C1341,Vehicle Loan,98927,10.77,120,Approved,2021-05-14
L6938,C5445,Personal Loan,571296,16.25,24,Approved,2019-10-07
L6939,C6038,Personal Loan,4585039,10.37,12,Approved,2019-04-02
L6940,C4080,Personal Loan,4753890,7.59,60,Approved,2021-02-20
L6941,C1951,Personal Loan,4003859,8.46,36,Approved,2022-03-08
L6942,C2659,Vehicle Loan,3587389,12.79,60,Approved,2019-06-17
L6943,C5296,Education Loan,4547185,17.48,24,Approved,2021-03-23
L6944,C4044,Education Loan,4563560,7.66,60,Rejected,2021-12-24
L6945,C4715,Education Loan,3366957,7.96,120,Approved,2022-07-27
L6946,C1921,Home Loan,821716,7.74,60,Approved,2022-09-07
L6947,C3839,Personal Loan,2392763,11.84,12,Approved,2022-01-04
L6948,C4925,Home Loan,2137365,15.56,24,Approved,2022-09-27
L6949,C3763,Personal Loan,740533,8.96,24,Approved,2020-10-18
L6950,C4477,Home Loan,4335176,15.06,240,Approved,2021-04-03
L6951,C3155,Vehicle Loan,3832063,8.16,36,Approved,2020-02-13
L6952,C3577,Personal Loan,3299299,15.6,12,Approved,2019-08-16
L6953,C6757,Vehicle Loan,1353055,10.48,24,Rejected,2023-01-03
L6954,C2659,Education Loan,3946797,15.38,12,Approved,2019-12-05
L6955,C3173,Home Loan,3403938,16.87,12,Approved,2019-07-31
L6956,C4239,Personal Loan,2255676,8.68,12,Rejected,2021-11-05
L6957,C3967,Education Loan,2429980,17.01,240,Approved,2020-08-15
L6958,C2791,Education Loan,2750203,11.58,36,Approved,2022-11-07
L6959,C3224,Education Loan,1180838,13.25,60,Approved,2021-01-29
L6960,C1659,Education Loan,2116727,14.76,36,Approved,2020-04-03
L6961,C4974,Vehicle Loan,3981915,11.17,240,Approved,2021-08-04
L6962,C3829,Home Loan,2711248,13.47,12,Approved,2022-11-26
L6963,C6555,Personal Loan,4274314,12.76,36,Rejected,2021-08-16
L6964,C5724,Personal Loan,3217798,9.3,120,Approved,2019-05-14
L6965,C4470,Education Loan,4543681,9.41,60,Approved,2020-12-30
L6966,C4272,Home Loan,2162703,8.43,240,Rejected,2020-06-10
L6967,C4340,Home Loan,3434412,10.7,60,Approved,2022-11-08
L6968,C0221,Personal Loan,4876369,13.85,120,Approved,2022-01-31
L6969,C4033,Home Loan,1802884,12.48,36,Rejected,2019-11-18
L6970,C0788,Home Loan,4761841,9.5,240,Approved,2019-10-14
L6971,C6036,Vehicle Loan,3072699,13.54,240,Rejected,2021-01-18
L6972,C3230,Vehicle Loan,4195272,7.67,240,Approved,2020-08-12
L6973,C3764,Home Loan,4201861,12.97,36,Approved,2021-11-30
L6974,C2911,Vehicle Loan,4461024,11.27,240,Approved,2022-10-17
L6975,C4733,Personal Loan,494342,8.14,240,Approved,2021-01-16
L6976,C1312,Home Loan,4398719,16.67,24,Approved,2022-04-13
L6977,C1520,Education Loan,3559867,17.04,120,Approved,2019-07-28
L6978,C6071,Vehicle Loan,2458482,7.7,36,Approved,2021-11-03
L6979,C1983,Education Loan,1933540,9.31,24,Approved,2019-07-30
L6980,C4879,Home Loan,3000946,8.15,60,Approved,2022-10-29
L6981,C0961,Home Loan,3465880,9.12,120,Approved,2021-12-06
L6982,C0896,Home Loan,395157,17.32,12,Rejected,2020-09-01
L6983,C5863,Personal Loan,798585,14.03,240,Approved,2021-02-16
L6984,C1345,Vehicle Loan,1554735,13.55,240,Approved,2021-12-09
L6985,C4774,Education Loan,2284647,9.74,240,Rejected,2019-03-10
L6986,C0797,Education Loan,2453395,11.62,60,Approved,2020-05-17
L6987,C5056,Home Loan,4438132,11.3,60,Rejected,2021-05-23
L6988,C2301,Education Loan,1548801,12.3,240,Rejected,2022-02-20
L6989,C1233,Personal Loan,260728,13.35,240,Approved,2020-06-26
L6990,C4093,Education Loan,305708,9.46,36,Approved,2019-12-28
L6991,C5492,Education Loan,3070289,12.13,12,Approved,2020-09-30
L6992,C3363,Vehicle Loan,4977260,14.16,24,Rejected,2021-12-15
L6993,C3063,Personal Loan,2659101,17.4,60,Approved,2020-10-22
L6994,C2915,Vehicle Loan,92658,8.23,120,Approved,2022-11-25
L6995,C0917,Education Loan,1980934,7.77,36,Approved,2022-09-10
L6996,C6084,Education Loan,2452750,14.51,60,Approved,2021-12-08
L6997,C4781,Vehicle Loan,2569886,9.23,36,Rejected,2019-05-14
L6998,C3194,Personal Loan,2101779,11.1,240,Approved,2020-10-01
L6999,C0989,Personal Loan,3589238,8.72,24,Approved,2021-05-27
L7000,C1591,Vehicle Loan,1046761,16.37,240,Rejected,2020-08-16
L7001,C4406,Vehicle Loan,4374854,10.06,240,Approved,2019-08-11
L7002,C6909,Home Loan,1264151,15.69,36,Approved,2020-06-11
L7003,C1415,Vehicle Loan,3900759,12.56,120,Approved,2019-03-12
L7004,C2712,Education Loan,904211,17.56,120,Approved,2019-03-22
L7005,C5449,Personal Loan,400383,13.26,240,Rejected,2022-06-06
L7006,C5761,Personal Loan,2830938,15.93,60,Approved,2022-03-03
L7007,C4555,Personal Loan,1563923,14.31,120,Approved,2022-01-01
L7008,C0543,Home Loan,100336,17.06,24,Approved,2021-01-14
L7009,C2011,Education Loan,2515848,10.43,120,Approved,2022-04-07
L7010,C6866,Vehicle Loan,4268777,10.73,60,Approved,2021-04-29
L7011,C1242,Vehicle Loan,234689,12.92,24,Approved,2022-12-02
L7012,C5442,Vehicle Loan,4202844,11.43,120,Rejected,2021-09-09
L7013,C0876,Home Loan,2596069,13.73,240,Approved,2019-09-11
L7014,C2234,Vehicle Loan,1732685,12.34,12,Approved,2021-06-22
L7015,C1180,Home Loan,2066566,9.33,36,Approved,2022-09-15
L7016,C1090,Education Loan,1833047,10.84,240,Approved,2022-09-18
L7017,C3934,Vehicle Loan,3475641,8.33,36,Rejected,2021-03-26
L7018,C0752,Home Loan,222410,12.05,240,Rejected,2020-10-04
L7019,C0741,Vehicle Loan,1136663,10.08,60,Approved,2022-02-08
L7020,C1643,Personal Loan,1774325,17.71,240,Approved,2019-05-19
L7021,C6892,Home Loan,2933004,16.1,24,Approved,2022-08-29
L7022,C4789,Personal Loan,3131556,11.31,24,Approved,2020-05-27
L7023,C2483,Home Loan,133283,12.63,60,Rejected,2020-05-14
L7024,C3731,Education Loan,4997153,9.2,240,Approved,2021-05-11
L7025,C6885,Vehicle Loan,2407761,8.36,24,Approved,2019-10-02
L7026,C2757,Home Loan,3633630,15.22,24,Rejected,2019-08-30
L7027,C1626,Vehicle Loan,4401046,15.05,240,Rejected,2020-05-10
L7028,C6372,Home Loan,2573287,8.62,36,Approved,2019-12-08
L7029,C0249,Education Loan,2402244,17.42,24,Approved,2020-12-23
L7030,C2428,Vehicle Loan,3156344,13.43,12,Approved,2019-02-22
L7031,C5213,Vehicle Loan,3582653,8.93,24,Approved,2021-09-13
L7032,C2931,Vehicle Loan,1877731,15.72,120,Approved,2019-02-14
L7033,C5566,Home Loan,3231090,11.75,240,Approved,2020-03-10
L7034,C4812,Vehicle Loan,578179,15.89,24,Approved,2021-06-04
L7035,C2408,Home Loan,1779316,11.74,120,Approved,2022-01-12
L7036,C1138,Personal Loan,4584254,15.69,120,Approved,2021-08-31
L7037,C5549,Vehicle Loan,388438,11.02,36,Approved,2022-02-05
L7038,C1665,Personal Loan,4335394,17.47,240,Approved,2021-12-26
L7039,C6425,Vehicle Loan,1830150,10.77,24,Approved,2019-06-08
L7040,C3991,Vehicle Loan,3722011,14.99,24,Rejected,2020-02-12
L7041,C6671,Home Loan,4088549,11.88,240,Rejected,2021-03-17
L7042,C4220,Education Loan,407407,10.5,24,Rejected,2019-11-23
L7043,C2275,Education Loan,3206019,8.73,36,Approved,2021-12-04
L7044,C5269,Personal Loan,2824098,10.78,36,Approved,2022-07-08
L7045,C3032,Personal Loan,2111473,10.24,24,Approved,2020-01-03
L7046,C0205,Home Loan,3568115,17.75,60,Approved,2021-01-30
L7047,C4078,Vehicle Loan,2433187,14.2,12,Approved,2020-10-11
L7048,C4336,Home Loan,512560,7.55,240,Approved,2019-12-24
L7049,C6350,Personal Loan,4730471,12.35,240,Approved,2019-10-14
L7050,C2546,Home Loan,4505729,10.73,120,Approved,2021-02-28
L7051,C2325,Vehicle Loan,3693960,11.93,60,Approved,2021-04-04
L7052,C1845,Education Loan,2782155,16.62,240,Approved,2022-03-26
L7053,C6494,Vehicle Loan,2491717,12.5,240,Approved,2020-06-17
L7054,C1195,Home Loan,3755955,9.84,120,Approved,2021-03-22
L7055,C0813,Personal Loan,4324541,11.94,24,Approved,2021-07-07
L7056,C1211,Home Loan,4393578,15.43,12,Approved,2020-12-06
L7057,C2549,Personal Loan,392097,16.35,36,Rejected,2020-03-23
L7058,C4429,Vehicle Loan,4681570,17.57,60,Approved,2020-08-08
L7059,C4574,Vehicle Loan,685716,14.65,36,Approved,2020-05-04
L7060,C5318,Personal Loan,3917524,17.57,60,Approved,2019-10-07
L7061,C3342,Education Loan,380193,10.56,12,Approved,2021-11-06
L7062,C5743,Personal Loan,3719994,9.6,60,Approved,2021-06-05
L7063,C2019,Personal Loan,4203863,11.93,60,Approved,2022-11-21
L7064,C4512,Education Loan,2151389,10.08,240,Approved,2021-01-24
L7065,C1089,Education Loan,268028,10.36,240,Approved,2019-12-01
L7066,C6896,Personal Loan,3047527,14.1,36,Approved,2020-03-16
L7067,C3732,Vehicle Loan,1129373,8.42,120,Approved,2022-06-23
L7068,C4104,Personal Loan,4304992,11.01,36,Approved,2019-10-30
L7069,C6136,Home Loan,1147231,9.93,240,Approved,2021-09-22
L7070,C6390,Vehicle Loan,2073862,10.35,60,Approved,2021-08-18
L7071,C0916,Vehicle Loan,4302398,7.53,36,Approved,2021-12-28
L7072,C1318,Personal Loan,3303128,12.99,60,Approved,2022-05-26
L7073,C3487,Vehicle Loan,1804822,17.06,36,Approved,2022-01-10
L7074,C0025,Education Loan,1745613,16.04,12,Approved,2020-11-29
L7075,C4193,Home Loan,2140023,8.55,12,Approved,2021-10-12
L7076,C3465,Vehicle Loan,3614731,17.97,12,Approved,2021-04-11
L7077,C2237,Personal Loan,525766,9.36,120,Approved,2021-04-01
L7078,C6919,Personal Loan,4505162,16.01,240,Approved,2021-04-22
L7079,C2992,Vehicle Loan,808933,14.52,60,Approved,2020-08-28
L7080,C6155,Home Loan,1605295,12.59,24,Approved,2020-12-04
L7081,C4924,Personal Loan,4776179,14.91,36,Approved,2022-07-05
L7082,C3594,Vehicle Loan,4387266,10.8,12,Approved,2020-04-23
L7083,C4350,Education Loan,1527744,11.78,12,Approved,2019-07-11
L7084,C4480,Personal Loan,3649001,12.54,120,Approved,2022-11-30
L7085,C3711,Vehicle Loan,1569237,17.86,36,Approved,2019-06-06
L7086,C6553,Personal Loan,2261377,10.54,60,Rejected,2019-02-08
L7087,C5657,Personal Loan,4721118,10.73,12,Approved,2019-12-24
L7088,C5135,Education Loan,3876766,7.94,240,Approved,2022-12-24
L7089,C1843,Personal Loan,696330,12.37,60,Approved,2022-04-05
L7090,C2382,Education Loan,426878,17.26,24,Approved,2022-04-26
L7091,C1905,Home Loan,1338461,9.7,240,Approved,2022-11-16
L7092,C5276,Education Loan,4385513,14.75,120,Approved,2022-02-05
L7093,C1842,Home Loan,4958621,15.97,24,Approved,2019-07-11
L7094,C5304,Personal Loan,1951040,10.3,12,Approved,2019-12-13
L7095,C3370,Personal Loan,1953437,17.67,60,Approved,2021-01-31
L7096,C2417,Home Loan,2871071,15.83,36,Approved,2021-04-01
L7097,C5507,Home Loan,1009164,8.36,24,Approved,2019-07-25
L7098,C2723,Home Loan,2141576,12.04,24,Approved,2021-10-15
L7099,C0197,Personal Loan,3034838,17.12,24,Approved,2020-01-20
L7100,C6565,Vehicle Loan,4022290,11.99,60,Approved,2022-01-09
L7101,C2490,Education Loan,2529338,11.11,60,Approved,2019-09-24
L7102,C1292,Home Loan,1974118,8.74,12,Approved,2022-10-26
L7103,C2108,Home Loan,2036277,11.99,36,Approved,2019-08-11
L7104,C3998,Vehicle Loan,1956733,15.3,240,Approved,2023-01-13
L7105,C1187,Vehicle Loan,1730047,13.19,36,Approved,2020-03-09
L7106,C0982,Education Loan,1907554,9.89,12,Approved,2022-12-14
L7107,C5468,Home Loan,1675987,10.77,60,Approved,2021-07-29
L7108,C3985,Education Loan,3186473,16.14,240,Approved,2020-07-03
L7109,C6083,Education Loan,544025,9.93,120,Approved,2019-07-14
L7110,C4778,Personal Loan,2339276,14.41,36,Approved,2020-12-30
L7111,C6031,Home Loan,3259820,14.8,60,Approved,2020-12-04
L7112,C1405,Vehicle Loan,194840,11.69,36,Approved,2020-03-09
L7113,C1902,Vehicle Loan,4150545,12.23,60,Approved,2022-10-17
L7114,C5156,Education Loan,2227866,13.78,12,Rejected,2019-11-23
L7115,C5061,Education Loan,955395,16.63,120,Approved,2020-10-25
L7116,C6134,Education Loan,3201971,10.36,240,Approved,2022-09-26
L7117,C0854,Home Loan,3112210,9.27,240,Approved,2020-12-09
L7118,C1575,Vehicle Loan,1490243,12.45,240,Approved,2022-11-02
L7119,C0379,Vehicle Loan,567258,12.13,60,Approved,2020-08-03
L7120,C3499,Vehicle Loan,725348,11.22,36,Approved,2019-12-07
L7121,C0996,Education Loan,2231419,15.53,24,Approved,2020-09-12
L7122,C5126,Vehicle Loan,4467689,12.29,120,Approved,2022-07-22
L7123,C4617,Home Loan,4938346,12.02,12,Approved,2022-08-07
L7124,C2440,Vehicle Loan,1834039,13.1,240,Approved,2019-03-08
L7125,C2092,Vehicle Loan,2252843,12.07,240,Approved,2022-10-16
L7126,C4581,Home Loan,2547817,12.67,12,Approved,2022-04-09
L7127,C0542,Vehicle Loan,3974203,8.34,120,Approved,2019-10-17
L7128,C0158,Home Loan,1840048,7.61,36,Approved,2021-08-04
L7129,C3619,Education Loan,1963175,11.62,36,Approved,2020-03-15
L7130,C5112,Personal Loan,4051945,11.43,24,Approved,2021-11-22
L7131,C3983,Vehicle Loan,2141894,9.79,240,Rejected,2019-07-16
L7132,C0934,Education Loan,4358647,11.88,240,Approved,2022-07-31
L7133,C0450,Home Loan,2458436,12.03,120,Approved,2022-08-26
L7134,C4528,Personal Loan,3045880,17.04,24,Approved,2022-05-25
L7135,C3245,Vehicle Loan,1813858,17.34,36,Approved,2019-03-03
L7136,C6020,Education Loan,2511426,7.9,120,Rejected,2021-07-31
L7137,C1272,Education Loan,1628093,11.84,60,Rejected,2022-12-03
L7138,C3820,Home Loan,3700348,10.61,36,Approved,2020-06-02
L7139,C2352,Vehicle Loan,2251225,14.73,12,Approved,2023-01-28
L7140,C1710,Education Loan,3876703,17.92,120,Approved,2021-07-21
L7141,C4753,Home Loan,3066484,8.34,24,Approved,2021-03-06
L7142,C6859,Vehicle Loan,4743851,13.08,12,Approved,2019-08-25
L7143,C6961,Vehicle Loan,3919112,17.63,120,Approved,2019-03-20
L7144,C4330,Home Loan,1814536,9.47,60,Approved,2020-10-22
L7145,C2256,Home Loan,1576716,12.5,36,Approved,2020-04-15
L7146,C1501,Education Loan,3500447,17.78,24,Approved,2022-12-31
L7147,C5645,Vehicle Loan,2016365,7.74,60,Rejected,2019-11-18
L7148,C6226,Home Loan,4084101,11.2,120,Approved,2021-03-20
L7149,C5939,Personal Loan,915727,9.08,60,Approved,2022-10-14
L7150,C3956,Education Loan,2395033,14.45,240,Approved,2022-11-22
L7151,C2106,Home Loan,1917774,10.45,240,Rejected,2022-02-04
L7152,C6300,Vehicle Loan,3920882,15.86,36,Approved,2019-04-04
L7153,C6227,Home Loan,3810910,17.91,240,Approved,2021-12-24
L7154,C1740,Personal Loan,4794462,17.85,36,Approved,2021-04-02
L7155,C2408,Education Loan,4266774,12.71,24,Approved,2021-09-02
L7156,C2694,Vehicle Loan,3469518,16.82,36,Approved,2021-06-26
L7157,C0464,Personal Loan,2601772,12.9,120,Approved,2021-06-18
L7158,C3487,Vehicle Loan,3643865,7.76,240,Approved,2020-11-05
L7159,C5246,Vehicle Loan,884268,10.98,120,Approved,2019-07-26
L7160,C4137,Vehicle Loan,959691,13.36,24,Rejected,2020-02-24
L7161,C1544,Vehicle Loan,1219400,16.33,36,Approved,2021-04-03
L7162,C0672,Home Loan,1214107,11.82,120,Approved,2022-04-02
L7163,C2902,Vehicle Loan,3229480,9.01,120,Approved,2020-05-07
L7164,C3287,Vehicle Loan,975774,15.73,36,Approved,2020-04-07
L7165,C6320,Education Loan,1334201,13.2,12,Approved,2021-11-23
L7166,C6103,Personal Loan,742076,16.08,24,Approved,2020-07-22
L7167,C1913,Education Loan,3815268,8.25,60,Approved,2021-12-23
L7168,C4956,Home Loan,3810574,8.35,120,Approved,2020-09-15
L7169,C2681,Vehicle Loan,432801,14.75,24,Rejected,2019-02-06
L7170,C5326,Education Loan,91870,14.45,120,Approved,2022-02-28
L7171,C4364,Education Loan,643537,10.93,24,Approved,2021-04-12
L7172,C3675,Personal Loan,2456242,8.34,12,Approved,2021-09-17
L7173,C1348,Home Loan,3642593,10.38,120,Rejected,2022-09-12
L7174,C5046,Vehicle Loan,518450,12.22,120,Approved,2022-04-27
L7175,C3842,Home Loan,3904159,7.53,60,Approved,2020-04-02
L7176,C0678,Personal Loan,4145816,16.01,120,Approved,2021-01-16
