customer_id,credit_score,risk_category,score_date
C5571,408,High Risk,2023-04-05
C5572,330,High Risk,2023-01-08
C5573,644,Medium Risk,2023-10-12
C5574,607,Medium Risk,2023-03-12
C5575,656,Low Risk,2023-08-04
C5576,758,Very Low Risk,2023-12-11
C5577,442,High Risk,2023-07-20
C5578,635,Medium Risk,2023-03-07
C5579,488,High Risk,2023-07-28
C5580,325,High Risk,2023-06-24
C5581,685,Low Risk,2023-12-14
C5582,405,High Risk,2023-06-10
C5583,416,High Risk,2023-07-26
C5584,511,High Risk,2023-01-22
C5585,732,Low Risk,2023-08-08
C5586,790,Very Low Risk,2023-05-17
C5587,443,High Risk,2023-05-26
C5588,725,Low Risk,2023-01-21
C5589,529,High Risk,2023-07-21
C5590,355,High Risk,2023-08-18
C5591,778,Very Low Risk,2023-11-26
C5592,825,Very Low Risk,2023-08-26
C5593,830,Very Low Risk,2023-10-12
C5594,656,Low Risk,2023-11-04
C5595,420,High Risk,2023-02-08
C5596,636,Medium Risk,2023-12-13
C5597,378,High Risk,2023-08-25
C5598,730,Low Risk,2023-09-05
C5599,472,High Risk,2023-07-08
C5600,510,High Risk,2023-11-06
C5601,898,Very Low Risk,2023-11-09
C5602,379,High Risk,2023-05-23
C5603,417,High Risk,2023-04-30
C5604,447,High Risk,2023-02-16
C5605,367,High Risk,2023-12-07
C5606,665,Low Risk,2023-12-18
C5607,472,High Risk,2023-04-09
C5608,383,High Risk,2023-10-12
C5609,423,High Risk,2023-10-03
C5610,419,High Risk,2023-09-23
C5611,860,Very Low Risk,2023-06-19
C5612,874,Very Low Risk,2023-08-11
C5613,789,Very Low Risk,2023-05-28
C5614,448,High Risk,2023-03-25
C5615,770,Very Low Risk,2023-06-09
C5616,872,Very Low Risk,2023-01-04
C5617,536,High Risk,2023-05-21
C5618,677,Low Risk,2023-10-13
C5619,677,Low Risk,2023-01-08
C5620,667,Low Risk,2023-01-09
C5621,695,Low Risk,2023-01-08
C5622,658,Low Risk,2023-09-10
C5623,536,High Risk,2023-08-16
C5624,565,Medium Risk,2023-11-28
C5625,722,Low Risk,2023-02-08
C5626,405,High Risk,2023-05-20
C5627,850,Very Low Risk,2023-08-12
C5628,373,High Risk,2023-09-06
C5629,824,Very Low Risk,2023-10-28
C5630,362,High Risk,2023-06-13
C5631,754,Very Low Risk,2023-12-22
C5632,712,Low Risk,2023-06-21
C5633,363,High Risk,2023-06-09
C5634,384,High Risk,2023-07-28
C5635,749,Low Risk,2023-07-04
C5636,686,Low Risk,2023-07-18
C5637,411,High Risk,2023-01-28
C5638,507,High Risk,2023-09-22
C5639,880,Very Low Risk,2023-04-26
C5640,308,High Risk,2023-01-16
C5641,640,Medium Risk,2023-01-13
C5642,736,Low Risk,2023-10-21
C5643,828,Very Low Risk,2023-01-07
C5644,588,Medium Risk,2023-03-19
C5645,828,Very Low Risk,2023-06-07
C5646,577,Medium Risk,2023-09-27
C5647,613,Medium Risk,2023-01-09
C5648,868,Very Low Risk,2023-05-25
C5649,840,Very Low Risk,2023-02-04
C5650,843,Very Low Risk,2023-04-19
C5651,795,Very Low Risk,2023-10-20
C5652,319,High Risk,2023-06-06
C5653,324,High Risk,2023-03-03
C5654,573,Medium Risk,2023-07-01
C5655,333,High Risk,2023-05-20
C5656,321,High Risk,2023-05-05
C5657,323,High Risk,2023-12-27
C5658,756,Very Low Risk,2023-03-19
C5659,497,High Risk,2023-04-30
C5660,333,High Risk,2023-04-13
C5661,453,High Risk,2023-09-24
C5662,303,High Risk,2023-01-04
C5663,491,High Risk,2023-12-20
C5664,568,Medium Risk,2023-11-25
C5665,499,High Risk,2023-05-16
C5666,714,Low Risk,2023-01-09
C5667,680,Low Risk,2023-04-08
C5668,354,High Risk,2023-10-13
C5669,840,Very Low Risk,2023-06-23
C5670,385,High Risk,2023-01-20
C5671,343,High Risk,2023-08-29
C5672,630,Medium Risk,2023-01-05
C5673,719,Low Risk,2023-03-25
C5674,523,High Risk,2023-04-23
C5675,866,Very Low Risk,2023-11-23
C5676,895,Very Low Risk,2023-08-20
C5677,497,High Risk,2023-02-21
C5678,380,High Risk,2023-02-10
C5679,660,Low Risk,2023-09-10
C5680,724,Low Risk,2023-07-22
C5681,781,Very Low Risk,2023-06-21
C5682,889,Very Low Risk,2023-06-04
C5683,525,High Risk,2023-11-14
C5684,752,Very Low Risk,2023-03-13
C5685,685,Low Risk,2023-07-03
C5686,444,High Risk,2023-01-06
C5687,399,High Risk,2023-09-02
C5688,620,Medium Risk,2023-02-24
C5689,540,High Risk,2023-09-19
C5690,499,High Risk,2023-01-25
C5691,574,Medium Risk,2023-11-28
C5692,375,High Risk,2023-07-26
C5693,770,Very Low Risk,2023-07-18
C5694,788,Very Low Risk,2023-02-09
C5695,405,High Risk,2023-12-25
C5696,437,High Risk,2023-05-08
C5697,657,Low Risk,2023-01-03
C5698,620,Medium Risk,2023-12-20
C5699,688,Low Risk,2023-11-09
C5700,822,Very Low Risk,2023-05-13
C5701,520,High Risk,2023-08-01
C5702,662,Low Risk,2023-10-15
C5703,710,Low Risk,2023-04-27
C5704,691,Low Risk,2023-12-03
C5705,665,Low Risk,2023-08-06
C5706,833,Very Low Risk,2023-07-20
C5707,701,Low Risk,2023-03-31
C5708,315,High Risk,2023-01-19
C5709,634,Medium Risk,2023-12-24
C5710,555,Medium Risk,2023-05-01
C5711,320,High Risk,2023-06-27
C5712,871,Very Low Risk,2023-02-20
C5713,784,Very Low Risk,2023-04-19
C5714,484,High Risk,2023-07-01
C5715,657,Low Risk,2023-08-14
C5716,631,Medium Risk,2023-04-27
C5717,878,Very Low Risk,2023-02-09
C5718,761,Very Low Risk,2023-04-30
C5719,773,Very Low Risk,2023-10-20
C5720,778,Very Low Risk,2023-08-07
C5721,369,High Risk,2023-05-18
C5722,505,High Risk,2023-11-08
C5723,404,High Risk,2023-02-07
C5724,788,Very Low Risk,2023-02-23
C5725,856,Very Low Risk,2023-08-29
C5726,618,Medium Risk,2023-02-26
C5727,602,Medium Risk,2023-03-07
C5728,701,Low Risk,2023-10-01
C5729,894,Very Low Risk,2023-01-20
C5730,422,High Risk,2023-11-06
C5731,709,Low Risk,2023-07-10
C5732,357,High Risk,2023-02-18
C5733,724,Low Risk,2023-03-03
C5734,454,High Risk,2023-12-30
C5735,497,High Risk,2023-10-24
C5736,514,High Risk,2023-07-15
C5737,610,Medium Risk,2023-12-31
C5738,413,High Risk,2023-08-03
C5739,549,High Risk,2023-05-19
C5740,609,Medium Risk,2023-08-05
C5741,545,High Risk,2023-09-14
C5742,410,High Risk,2023-06-16
C5743,379,High Risk,2023-06-08
C5744,790,Very Low Risk,2023-04-22
C5745,533,High Risk,2023-09-05
C5746,741,Low Risk,2023-06-04
C5747,312,High Risk,2023-05-19
C5748,415,High Risk,2023-01-27
C5749,732,Low Risk,2023-01-28
C5750,795,Very Low Risk,2023-10-02
C5751,490,High Risk,2023-04-30
C5752,722,Low Risk,2023-05-08
C5753,318,High Risk,2023-03-31
C5754,500,High Risk,2023-06-09
C5755,655,Low Risk,2023-02-04
C5756,693,Low Risk,2023-04-19
C5757,899,Very Low Risk,2023-09-27
C5758,307,High Risk,2023-04-28
C5759,499,High Risk,2023-11-20
C5760,447,High Risk,2023-05-18
C5761,455,High Risk,2023-02-23
C5762,404,High Risk,2023-08-03
C5763,641,Medium Risk,2023-10-21
C5764,441,High Risk,2023-04-06
C5765,339,High Risk,2023-04-06
C5766,335,High Risk,2023-02-24
C5767,718,Low Risk,2023-11-16
C5768,767,Very Low Risk,2023-01-31
C5769,813,Very Low Risk,2023-10-25
C5770,607,Medium Risk,2023-09-26
C5771,442,High Risk,2023-04-24
C5772,509,High Risk,2023-01-11
C5773,599,Medium Risk,2023-07-19
C5774,478,High Risk,2023-04-28
C5775,455,High Risk,2023-02-08
C5776,709,Low Risk,2023-01-19
C5777,396,High Risk,2023-09-26
C5778,407,High Risk,2023-11-15
C5779,869,Very Low Risk,2023-12-30
C5780,673,Low Risk,2023-11-15
C5781,474,High Risk,2023-08-14
C5782,833,Very Low Risk,2023-10-07
C5783,870,Very Low Risk,2023-11-17
C5784,450,High Risk,2023-08-27
C5785,604,Medium Risk,2023-11-05
C5786,555,Medium Risk,2023-08-17
C5787,395,High Risk,2023-11-13
C5788,503,High Risk,2023-02-16
C5789,764,Very Low Risk,2023-06-26
C5790,831,Very Low Risk,2023-08-26
C5791,766,Very Low Risk,2023-12-05
C5792,336,High Risk,2023-01-07
C5793,895,Very Low Risk,2023-04-27
C5794,729,Low Risk,2023-10-03
C5795,490,High Risk,2023-11-01
C5796,732,Low Risk,2023-03-17
C5797,375,High Risk,2023-11-11
C5798,761,Very Low Risk,2023-08-06
C5799,353,High Risk,2023-08-09
C5800,721,Low Risk,2023-02-04
C5801,320,High Risk,2023-10-08
C5802,859,Very Low Risk,2023-06-23
C5803,616,Medium Risk,2023-06-24
C5804,326,High Risk,2023-11-12
C5805,439,High Risk,2023-03-03
C5806,710,Low Risk,2023-07-30
C5807,698,Low Risk,2023-08-10
C5808,850,Very Low Risk,2023-11-09
C5809,638,Medium Risk,2023-11-22
C5810,386,High Risk,2023-04-01
C5811,891,Very Low Risk,2023-12-21
C5812,719,Low Risk,2023-10-26
C5813,720,Low Risk,2023-08-24
C5814,807,Very Low Risk,2023-02-11
C5815,439,High Risk,2023-11-15
C5816,478,High Risk,2023-09-20
C5817,665,Low Risk,2023-05-01
C5818,847,Very Low Risk,2023-06-03
C5819,798,Very Low Risk,2023-10-06
C5820,863,Very Low Risk,2023-02-15
C5821,636,Medium Risk,2023-09-04
C5822,321,High Risk,2023-03-07
C5823,665,Low Risk,2023-12-04
C5824,473,High Risk,2023-05-07
C5825,717,Low Risk,2023-11-16
C5826,717,Low Risk,2023-04-28
C5827,368,High Risk,2023-11-11
C5828,499,High Risk,2023-05-18
C5829,864,Very Low Risk,2023-04-04
C5830,765,Very Low Risk,2023-09-17
C5831,717,Low Risk,2023-03-03
C5832,639,Medium Risk,2023-04-17
C5833,834,Very Low Risk,2023-10-05
C5834,373,High Risk,2023-06-02
C5835,321,High Risk,2023-03-15
C5836,539,High Risk,2023-12-09
C5837,583,Medium Risk,2023-05-28
C5838,872,Very Low Risk,2023-04-30
C5839,721,Low Risk,2023-06-13
C5840,509,High Risk,2023-06-01
C5841,489,High Risk,2023-12-29
C5842,410,High Risk,2023-03-30
C5843,633,Medium Risk,2024-01-01
C5844,436,High Risk,2023-06-03
C5845,591,Medium Risk,2023-01-22
C5846,395,High Risk,2023-12-19
C5847,839,Very Low Risk,2023-03-19
C5848,437,High Risk,2023-10-20
C5849,882,Very Low Risk,2023-04-06
C5850,766,Very Low Risk,2023-01-27
C5851,521,High Risk,2023-07-04
C5852,838,Very Low Risk,2023-08-16
C5853,612,Medium Risk,2023-05-11
C5854,538,High Risk,2023-08-14
C5855,742,Low Risk,2023-07-06
C5856,457,High Risk,2023-02-24
C5857,389,High Risk,2023-08-16
C5858,491,High Risk,2023-08-03
C5859,900,Very Low Risk,2023-03-24
C5860,521,High Risk,2023-06-14
C5861,390,High Risk,2023-10-05
C5862,346,High Risk,2023-09-20
C5863,308,High Risk,2023-06-22
C5864,814,Very Low Risk,2023-04-07
C5865,508,High Risk,2023-10-27
C5866,605,Medium Risk,2023-10-17
C5867,699,Low Risk,2023-08-18
C5868,628,Medium Risk,2023-04-11
C5869,363,High Risk,2023-08-08
C5870,836,Very Low Risk,2023-11-10
C5871,627,Medium Risk,2023-06-18
C5872,759,Very Low Risk,2023-12-10
C5873,432,High Risk,2023-08-12
C5874,855,Very Low Risk,2023-07-09
C5875,762,Very Low Risk,2023-03-21
C5876,495,High Risk,2023-03-14
C5877,768,Very Low Risk,2023-03-18
C5878,426,High Risk,2023-12-16
C5879,838,Very Low Risk,2023-09-23
C5880,661,Low Risk,2023-01-15
C5881,669,Low Risk,2023-04-02
C5882,430,High Risk,2023-02-01
C5883,528,High Risk,2023-12-22
C5884,428,High Risk,2023-11-27
C5885,666,Low Risk,2023-11-01
C5886,676,Low Risk,2023-01-27
C5887,485,High Risk,2023-06-05
C5888,458,High Risk,2023-06-09
C5889,843,Very Low Risk,2023-05-13
C5890,306,High Risk,2023-05-18
C5891,708,Low Risk,2023-06-02
C5892,520,High Risk,2023-08-31
C5893,816,Very Low Risk,2023-07-08
C5894,517,High Risk,2023-10-19
C5895,306,High Risk,2023-07-20
C5896,401,High Risk,2023-08-03
C5897,706,Low Risk,2023-02-26
C5898,771,Very Low Risk,2023-10-16
C5899,586,Medium Risk,2023-04-02
C5900,779,Very Low Risk,2023-10-30
C5901,492,High Risk,2023-02-18
C5902,829,Very Low Risk,2023-07-31
C5903,544,High Risk,2023-05-25
C5904,777,Very Low Risk,2023-04-09
C5905,762,Very Low Risk,2023-04-08
C5906,697,Low Risk,2023-07-05
C5907,658,Low Risk,2023-06-26
C5908,463,High Risk,2023-09-01
C5909,549,High Risk,2023-08-20
C5910,490,High Risk,2023-12-21
C5911,381,High Risk,2023-09-02
C5912,724,Low Risk,2023-02-14
C5913,857,Very Low Risk,2023-12-17
C5914,550,Medium Risk,2023-10-22
C5915,320,High Risk,2023-02-08
C5916,862,Very Low Risk,2024-01-01
C5917,375,High Risk,2023-09-19
C5918,638,Medium Risk,2023-12-24
C5919,867,Very Low Risk,2023-05-31
C5920,863,Very Low Risk,2023-12-29
C5921,617,Medium Risk,2023-04-14
C5922,787,Very Low Risk,2023-03-10
C5923,426,High Risk,2023-09-21
C5924,842,Very Low Risk,2023-01-11
C5925,695,Low Risk,2023-10-19
C5926,408,High Risk,2023-07-28
C5927,672,Low Risk,2023-12-17
C5928,712,Low Risk,2023-04-03
C5929,565,Medium Risk,2023-04-15
C5930,802,Very Low Risk,2023-11-17
C5931,827,Very Low Risk,2023-02-06
C5932,726,Low Risk,2023-01-24
C5933,579,Medium Risk,2023-02-11
C5934,598,Medium Risk,2023-03-11
C5935,588,Medium Risk,2023-03-15
C5936,692,Low Risk,2023-01-22
C5937,419,High Risk,2023-03-16
C5938,431,High Risk,2023-10-16
C5939,444,High Risk,2023-02-07
C5940,848,Very Low Risk,2023-07-10
C5941,871,Very Low Risk,2023-02-07
C5942,577,Medium Risk,2023-11-19
C5943,845,Very Low Risk,2023-05-21
C5944,531,High Risk,2023-03-29
C5945,343,High Risk,2023-03-03
C5946,361,High Risk,2023-12-31
C5947,517,High Risk,2023-11-29
C5948,822,Very Low Risk,2023-09-26
C5949,456,High Risk,2023-11-21
C5950,563,Medium Risk,2023-07-30
C5951,591,Medium Risk,2023-06-01
C5952,338,High Risk,2023-06-12
C5953,764,Very Low Risk,2023-02-05
C5954,733,Low Risk,2023-03-25
C5955,753,Very Low Risk,2023-09-24
C5956,400,High Risk,2023-12-07
C5957,443,High Risk,2023-08-10
C5958,667,Low Risk,2023-05-10
C5959,561,Medium Risk,2023-03-10
C5960,796,Very Low Risk,2023-12-05
C5961,437,High Risk,2023-11-15
C5962,485,High Risk,2023-10-07
C5963,402,High Risk,2023-05-09
C5964,333,High Risk,2023-07-01
C5965,398,High Risk,2023-07-06
C5966,360,High Risk,2023-04-09
C5967,691,Low Risk,2023-02-12
C5968,698,Low Risk,2023-09-10
C5969,503,High Risk,2023-06-21
C5970,736,Low Risk,2023-10-06
C5971,782,Very Low Risk,2023-02-13
C5972,403,High Risk,2023-12-29
C5973,483,High Risk,2023-10-25
C5974,787,Very Low Risk,2023-04-07
C5975,699,Low Risk,2023-05-11
C5976,857,Very Low Risk,2023-03-27
C5977,861,Very Low Risk,2023-05-18
C5978,879,Very Low Risk,2023-10-29
C5979,898,Very Low Risk,2023-06-12
C5980,474,High Risk,2023-06-18
C5981,587,Medium Risk,2023-05-18
C5982,736,Low Risk,2023-08-13
C5983,363,High Risk,2023-12-20
C5984,678,Low Risk,2023-05-09
C5985,319,High Risk,2023-06-11
C5986,745,Low Risk,2023-11-03
C5987,321,High Risk,2023-04-18
C5988,545,High Risk,2023-05-20
C5989,792,Very Low Risk,2023-10-07
C5990,445,High Risk,2023-12-13
C5991,641,Medium Risk,2023-12-09
C5992,763,Very Low Risk,2023-07-22
C5993,429,High Risk,2023-12-05
C5994,550,Medium Risk,2023-11-07
C5995,756,Very Low Risk,2023-03-14
C5996,683,Low Risk,2023-08-18
C5997,873,Very Low Risk,2023-04-23
C5998,699,Low Risk,2023-02-14
C5999,779,Very Low Risk,2023-05-31
C6000,633,Medium Risk,2023-11-28
C6001,477,High Risk,2023-02-16
C6002,734,Low Risk,2023-01-31
C6003,349,High Risk,2023-08-17
C6004,731,Low Risk,2023-07-04
C6005,603,Medium Risk,2023-01-18
C6006,581,Medium Risk,2023-08-23
C6007,398,High Risk,2023-04-08
C6008,450,High Risk,2023-03-29
C6009,769,Very Low Risk,2023-06-16
C6010,882,Very Low Risk,2023-08-29
C6011,663,Low Risk,2023-01-28
C6012,321,High Risk,2023-06-27
C6013,760,Very Low Risk,2023-06-14
C6014,826,Very Low Risk,2023-05-09
C6015,697,Low Risk,2023-11-29
C6016,386,High Risk,2023-03-15
C6017,486,High Risk,2023-10-09
C6018,683,Low Risk,2023-03-08
C6019,631,Medium Risk,2023-03-13
C6020,836,Very Low Risk,2023-05-21
C6021,518,High Risk,2023-05-03
C6022,578,Medium Risk,2023-11-04
C6023,674,Low Risk,2023-09-08
C6024,814,Very Low Risk,2023-05-31
C6025,681,Low Risk,2023-07-14
C6026,758,Very Low Risk,2023-09-02
C6027,785,Very Low Risk,2023-12-22
C6028,715,Low Risk,2023-10-09
C6029,386,High Risk,2023-09-27
C6030,353,High Risk,2023-02-02
C6031,660,Low Risk,2023-09-07
C6032,322,High Risk,2023-07-19
C6033,788,Very Low Risk,2023-05-03
C6034,546,High Risk,2023-09-21
C6035,864,Very Low Risk,2023-02-08
C6036,806,Very Low Risk,2023-11-04
C6037,894,Very Low Risk,2023-08-20
C6038,750,Very Low Risk,2023-09-06
C6039,303,High Risk,2023-01-05
C6040,368,High Risk,2023-02-05
C6041,860,Very Low Risk,2023-02-25
C6042,526,High Risk,2023-05-21
C6043,665,Low Risk,2023-10-12
C6044,333,High Risk,2023-10-31
C6045,866,Very Low Risk,2023-11-14
C6046,773,Very Low Risk,2023-05-18
C6047,628,Medium Risk,2023-09-08
C6048,589,Medium Risk,2023-05-14
C6049,328,High Risk,2023-09-19
C6050,715,Low Risk,2023-02-23
C6051,781,Very Low Risk,2023-10-02
C6052,511,High Risk,2023-06-15
C6053,857,Very Low Risk,2023-05-02
C6054,309,High Risk,2023-06-22
C6055,509,High Risk,2023-11-13
C6056,629,Medium Risk,2023-03-06
C6057,676,Low Risk,2023-10-08
C6058,489,High Risk,2023-03-09
C6059,658,Low Risk,2023-04-11
C6060,653,Low Risk,2023-04-25
C6061,473,High Risk,2023-10-26
C6062,768,Very Low Risk,2023-10-06
C6063,624,Medium Risk,2023-04-05
C6064,724,Low Risk,2023-04-29
C6065,388,High Risk,2023-02-19
C6066,572,Medium Risk,2023-03-01
C6067,582,Medium Risk,2023-12-12
C6068,426,High Risk,2023-04-22
C6069,502,High Risk,2023-06-04
C6070,858,Very Low Risk,2023-04-08
C6071,785,Very Low Risk,2023-11-25
C6072,765,Very Low Risk,2023-01-28
C6073,580,Medium Risk,2023-04-26
C6074,543,High Risk,2023-06-26
C6075,709,Low Risk,2023-08-18
C6076,368,High Risk,2023-02-02
C6077,496,High Risk,2023-08-04
C6078,825,Very Low Risk,2023-10-06
C6079,875,Very Low Risk,2023-03-03
C6080,850,Very Low Risk,2023-04-24
C6081,522,High Risk,2023-07-23
C6082,796,Very Low Risk,2023-10-10
C6083,340,High Risk,2023-04-11
C6084,668,Low Risk,2023-07-02
C6085,498,High Risk,2023-01-06
C6086,682,Low Risk,2023-01-09
C6087,501,High Risk,2023-07-02
C6088,692,Low Risk,2023-08-11
C6089,425,High Risk,2023-03-29
C6090,367,High Risk,2023-12-20
C6091,493,High Risk,2023-05-03
C6092,777,Very Low Risk,2023-08-21
C6093,634,Medium Risk,2023-10-28
C6094,666,Low Risk,2023-02-24
C6095,544,High Risk,2023-07-16
C6096,670,Low Risk,2023-05-22
C6097,870,Very Low Risk,2023-06-19
C6098,844,Very Low Risk,2023-10-13
C6099,566,Medium Risk,2023-09-30
C6100,837,Very Low Risk,2023-08-15
C6101,682,Low Risk,2023-01-17
C6102,816,Very Low Risk,2023-03-04
C6103,808,Very Low Risk,2023-06-30
C6104,578,Medium Risk,2023-01-20
C6105,420,High Risk,2023-07-31
C6106,567,Medium Risk,2023-06-02
C6107,661,Low Risk,2023-09-16
C6108,693,Low Risk,2023-08-15
C6109,377,High Risk,2023-05-28
C6110,864,Very Low Risk,2023-06-11
C6111,399,High Risk,2023-12-20
C6112,491,High Risk,2023-12-06
C6113,761,Very Low Risk,2023-11-03
C6114,726,Low Risk,2023-06-03
C6115,518,High Risk,2023-03-13
C6116,418,High Risk,2023-04-12
C6117,354,High Risk,2023-04-15
C6118,766,Very Low Risk,2023-08-04
C6119,748,Low Risk,2023-02-12
C6120,612,Medium Risk,2023-01-08
C6121,505,High Risk,2023-10-23
C6122,783,Very Low Risk,2023-06-28
C6123,626,Medium Risk,2023-10-31
C6124,388,High Risk,2023-01-10
C6125,478,High Risk,2023-10-20
C6126,776,Very Low Risk,2023-08-04
C6127,786,Very Low Risk,2023-11-22
C6128,842,Very Low Risk,2023-02-26
C6129,632,Medium Risk,2023-12-03
C6130,634,Medium Risk,2023-11-01
C6131,501,High Risk,2023-09-27
C6132,727,Low Risk,2023-05-14
C6133,312,High Risk,2023-08-13
C6134,824,Very Low Risk,2023-11-24
C6135,344,High Risk,2023-02-21
C6136,634,Medium Risk,2023-03-23
C6137,329,High Risk,2023-10-21
C6138,716,Low Risk,2023-12-10
C6139,702,Low Risk,2023-10-16
C6140,518,High Risk,2023-04-22
C6141,668,Low Risk,2023-02-06
C6142,864,Very Low Risk,2023-09-01
C6143,321,High Risk,2023-08-06
C6144,585,Medium Risk,2023-05-04
C6145,366,High Risk,2023-12-31
C6146,676,Low Risk,2023-09-05
C6147,333,High Risk,2023-06-14
C6148,403,High Risk,2023-02-21
C6149,851,Very Low Risk,2023-05-08
C6150,649,Medium Risk,2023-10-10
C6151,413,High Risk,2023-12-28
C6152,777,Very Low Risk,2023-01-26
C6153,721,Low Risk,2023-09-18
C6154,501,High Risk,2023-08-10
C6155,395,High Risk,2023-04-27
C6156,778,Very Low Risk,2023-02-03
C6157,835,Very Low Risk,2023-05-09
C6158,868,Very Low Risk,2023-07-06
C6159,421,High Risk,2023-05-21
C6160,679,Low Risk,2023-11-25
C6161,883,Very Low Risk,2023-10-01
C6162,719,Low Risk,2023-03-07
C6163,385,High Risk,2023-12-16
C6164,357,High Risk,2023-07-28
C6165,890,Very Low Risk,2023-05-30
C6166,511,High Risk,2023-06-16
C6167,521,High Risk,2023-07-29
C6168,488,High Risk,2023-04-16
C6169,470,High Risk,2023-10-14
C6170,816,Very Low Risk,2023-07-02
C6171,797,Very Low Risk,2023-04-03
C6172,363,High Risk,2023-07-04
C6173,623,Medium Risk,2023-12-28
C6174,743,Low Risk,2023-02-22
C6175,881,Very Low Risk,2023-01-24
C6176,437,High Risk,2023-07-15
C6177,362,High Risk,2023-08-01
C6178,455,High Risk,2023-01-12
C6179,477,High Risk,2023-06-28
C6180,635,Medium Risk,2023-04-07
C6181,542,High Risk,2023-02-21
C6182,409,High Risk,2023-11-09
C6183,761,Very Low Risk,2023-09-18
C6184,327,High Risk,2023-02-14
C6185,521,High Risk,2023-01-14
C6186,688,Low Risk,2023-08-24
C6187,899,Very Low Risk,2023-03-15
C6188,378,High Risk,2023-12-28
C6189,441,High Risk,2023-07-16
C6190,316,High Risk,2023-12-21
C6191,470,High Risk,2023-12-10
C6192,770,Very Low Risk,2023-07-19
C6193,324,High Risk,2023-09-08
C6194,404,High Risk,2023-10-27
C6195,556,Medium Risk,2023-11-27
C6196,321,High Risk,2023-11-23
C6197,534,High Risk,2023-01-29
C6198,650,Low Risk,2023-06-03
C6199,585,Medium Risk,2023-05-03
C6200,648,Medium Risk,2023-04-06
C6201,337,High Risk,2023-01-19
C6202,347,High Risk,2023-11-26
C6203,826,Very Low Risk,2023-03-04
C6204,608,Medium Risk,2023-04-03
C6205,771,Very Low Risk,2023-05-02
C6206,890,Very Low Risk,2023-02-16
C6207,465,High Risk,2023-11-03
C6208,864,Very Low Risk,2023-10-13
C6209,480,High Risk,2023-07-21
C6210,834,Very Low Risk,2023-03-30
C6211,338,High Risk,2023-04-27
C6212,770,Very Low Risk,2023-10-13
C6213,645,Medium Risk,2023-05-07
C6214,475,High Risk,2023-12-03
C6215,621,Medium Risk,2023-01-22
C6216,855,Very Low Risk,2023-12-15
C6217,580,Medium Risk,2023-10-15
C6218,884,Very Low Risk,2023-08-20
C6219,859,Very Low Risk,2023-08-27
C6220,753,Very Low Risk,2023-11-23
C6221,519,High Risk,2023-10-04
C6222,678,Low Risk,2023-08-08
C6223,772,Very Low Risk,2023-12-19
C6224,302,High Risk,2023-09-21
C6225,370,High Risk,2023-03-10
C6226,386,High Risk,2023-06-01
C6227,379,High Risk,2023-01-17
C6228,884,Very Low Risk,2023-08-08
C6229,752,Very Low Risk,2023-08-09
C6230,841,Very Low Risk,2023-07-07
C6231,432,High Risk,2023-02-20
C6232,697,Low Risk,2023-04-16
C6233,341,High Risk,2023-09-19
C6234,692,Low Risk,2023-08-16
C6235,714,Low Risk,2023-01-18
C6236,397,High Risk,2023-08-19
C6237,477,High Risk,2023-06-15
C6238,369,High Risk,2023-05-26
C6239,684,Low Risk,2023-01-12
C6240,620,Medium Risk,2023-04-12
C6241,637,Medium Risk,2023-01-14
C6242,544,High Risk,2023-03-15
C6243,466,High Risk,2023-10-20
C6244,661,Low Risk,2023-09-03
C6245,426,High Risk,2023-12-23
C6246,474,High Risk,2023-08-24
C6247,673,Low Risk,2023-01-22
C6248,579,Medium Risk,2023-08-09
C6249,814,Very Low Risk,2023-08-24
C6250,558,Medium Risk,2023-08-08
C6251,389,High Risk,2023-08-25
C6252,547,High Risk,2023-12-12
C6253,763,Very Low Risk,2023-05-12
C6254,756,Very Low Risk,2023-08-04
C6255,685,Low Risk,2023-03-31
C6256,601,Medium Risk,2023-04-17
C6257,856,Very Low Risk,2023-09-03
C6258,622,Medium Risk,2023-06-10
C6259,508,High Risk,2023-07-08
C6260,688,Low Risk,2023-11-04
C6261,410,High Risk,2023-12-01
C6262,529,High Risk,2023-01-06
C6263,738,Low Risk,2023-01-22
C6264,810,Very Low Risk,2023-12-13
C6265,529,High Risk,2023-04-21
C6266,522,High Risk,2023-09-03
C6267,518,High Risk,2023-01-02
C6268,502,High Risk,2023-06-19
C6269,652,Low Risk,2023-10-03
C6270,529,High Risk,2023-08-16
C6271,461,High Risk,2023-10-07
C6272,614,Medium Risk,2023-03-27
C6273,842,Very Low Risk,2023-08-21
C6274,464,High Risk,2023-08-15
C6275,611,Medium Risk,2023-05-16
C6276,660,Low Risk,2023-09-25
C6277,606,Medium Risk,2023-12-17
C6278,353,High Risk,2023-01-18
C6279,683,Low Risk,2023-01-21
C6280,715,Low Risk,2023-03-12
C6281,758,Very Low Risk,2023-01-02
C6282,431,High Risk,2023-05-14
C6283,845,Very Low Risk,2023-05-04
C6284,606,Medium Risk,2023-04-26
C6285,804,Very Low Risk,2023-01-22
C6286,376,High Risk,2023-01-30
C6287,835,Very Low Risk,2023-11-13
C6288,731,Low Risk,2023-04-27
C6289,712,Low Risk,2023-12-25
C6290,465,High Risk,2023-03-26
C6291,811,Very Low Risk,2023-10-15
C6292,818,Very Low Risk,2023-04-24
C6293,719,Low Risk,2023-10-11
C6294,866,Very Low Risk,2023-05-09
C6295,626,Medium Risk,2023-01-31
C6296,813,Very Low Risk,2023-11-19
